"ENT","CON","N_REN","PAREN","SEXO","EDAD","NIV","GRA","P3_5","P3_6","P3_7","P3_8","P3_9_1","P3_9_2","P3_9_3","P3_9_4","P3_9_5","P3_9_6","P3_9_7","P3_9_8","P3_9_9","P3_10","P3_11","P3_12_1","P3_12_2","P3_12_3","P3_12_4","P3_12_5","P3_12_6","P3_12_7","P3_12_8","P3_12A","P3_13","P3_14","P3_15","P3_16","P3_17_1","P3_17_2","P3_17_3","P3_17_4","P3_17_5","P3_17_6","P3_17_7","P3_17_8","P3_18","P3_19_1","P3_19_2","P3_19_3","P3_19_4","P3_19_5","P3_19_6","P3_19_7","P3_19_8","P3_20","P3_21_1","P3_21_2","P3_21_3","P3_21_4","P3_21_5","P3_21_6","P3_21_7","P3_21A","P3_21B","P3_22","P3_23","P3_24","P3_25_1","P3_25_2","P3_25_3","P3_25_4","P3_25_5","P3_26","FACTOR"
"01","01E10011","02","1","1","09","2","04","1","1","1","","","","","","","","","","","","2","0","0","0","0","0","0","1","0","","","1","1","","","","","","","","","","","","","","","","","","","1","0","0","0","1","0","1","0","4","1","04","1","1","0","1","0","0","0","4",1374
"01","01E10011","03","6","2","28","3","03","2","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","","","","","","","","03","","","","","","","","","","","","","","","","","","","","","","","","","","","5",1374
"01","01E10028","01","1","1","08","2","02","1","1","1","","","","","","","","","","","","1","0","0","0","1","0","0","0","0","4","1","1","1","","","","","","","","","","","","","","","","","","","1","0","1","0","0","0","0","0","2","1","02","1","1","0","1","0","0","0","1",887
"01","01E10028","02","1","2","17","3","03","1","1","1","","","","","","","","","","","","1","0","1","0","1","0","0","0","0","2","1","2","","2","","","","","","","","","03","","","","","","","","","","","","","","","","","","","","","","","","","","","5",887
"01","01E10028","03","1","1","19","3","03","2","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","","","","","","","","03","","","","","","","","","","","","","","","","","","","","","","","","","","","5",887
"01","01E10028","04","1","2","20","3","03","2","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","","","","","","","","03","","","","","","","","","","","","","","","","","","","","","","","","","","","5",887
"01","01E10030","01","1","2","22","4","01","1","2","1","","","","","","","","","","","","1","0","1","0","1","0","0","0","0","2","2","1","2","","","","","","","","","","","","","","","","","","","1","0","1","0","1","0","0","0","2","2","04","2","","0","0","1","0","0","2",1450
"01","01E10080","01","5","2","06","1","02","1","1","1","","","","","","","","","","","","1","0","1","0","0","0","0","0","0","2","1","1","1","","","","","","","","","","","","","","","","","","","1","0","1","0","0","0","0","0","2","1","02","1","1","0","1","0","0","0","1",941
"01","01E10080","02","3","1","14","3","03","1","1","1","","","","","","","","","","","","1","0","0","0","1","0","0","0","0","4","2","1","1","","","","","","","","","","","","","","","","","","","1","0","0","0","1","0","0","0","4","2","02","2","","0","1","0","0","0","1",941
"01","01E10080","03","5","2","18","5","03","1","1","1","","","","","","","","","","","","1","0","1","0","0","0","0","0","0","2","2","1","1","","","","","","","","","","","","","","","","","","","1","0","1","0","0","0","0","0","2","2","04","2","","0","1","1","0","0","1",941
"01","01E10080","04","5","2","25","5","03","1","2","2","2","","","","","","","","","","08","","","","","","","","","","","","2","","2","","","","","","","","","08","","","","","","","","","","","","","","","","","","","","","","","","","","","1",941
"01","01E10098","02","1","2","06","1","03","1","1","1","","","","","","","","","","","","1","0","0","0","1","0","1","0","0","4","9","1","1","","","","","","","","","","","","","","","","","","","2","0","0","0","1","0","1","0","6","1","03","1","1","0","1","0","0","0","1",1303
"01","01E10098","03","1","1","09","2","03","1","1","1","","","","","","","","","","","","2","0","0","0","1","0","1","0","0","4","9","1","1","","","","","","","","","","","","","","","","","","","2","0","0","0","1","0","1","0","6","1","02","1","1","0","1","0","0","0","1",1303
"01","01E10098","04","8","2","26","3","03","2","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","","","","","","","","03","","","","","","","","","","","","","","","","","","","","","","","","","","","5",1303
"01","01E10134","01","5","2","18","5","03","1","2","1","","","","","","","","","","","","1","0","1","0","0","0","0","0","0","2","2","1","2","","","","","","","","","","","","","","","","","","","1","0","1","0","0","0","0","0","2","2","12","2","","0","0","1","0","0","1",1050
"01","01E10134","02","8","1","20","5","03","1","2","1","","","","","","","","","","","","1","0","1","0","0","0","0","0","0","2","2","1","2","","","","","","","","","","","","","","","","","","","1","0","1","0","0","0","0","0","2","2","12","2","","0","0","1","0","0","1",1050
"01","01E10175","01","1","2","19","5","03","1","1","1","","","","","","","","","","","","1","0","1","1","1","0","0","0","0","4","2","1","1","","","","","","","","","","","","","","","","","","","1","0","1","1","1","0","0","0","2","1","07","1","2","0","1","1","0","0","3",1235
"01","01E10175","02","1","1","21","5","03","1","1","1","","","","","","","","","","","","1","0","1","0","1","0","0","0","0","4","2","1","1","","","","","","","","","","","","","","","","","","","1","0","1","1","1","0","0","0","2","1","07","1","2","0","1","1","0","0","3",1235
"01","01E10177","01","1","2","15","3","03","1","1","1","","","","","","","","","","","","1","1","1","1","1","0","0","0","0","4","2","1","1","","","","","","","","","","","","","","","","","","","1","1","1","1","1","0","0","0","4","2","05","1","3","0","1","0","0","0","1",818
"01","01E10177","02","1","2","20","7","02","1","1","1","","","","","","","","","","","","1","1","1","1","1","0","0","0","0","1","1","1","1","","","","","","","","","","","","","","","","","","","1","1","1","1","0","0","0","0","1","1","05","2","","0","1","0","0","0","1",818
"01","01E10177","03","1","1","21","7","02","1","1","1","","","","","","","","","","","","1","1","1","1","1","0","0","0","0","4","2","1","1","","","","","","","","","","","","","","","","","","","1","1","1","1","1","0","0","0","4","2","04","2","","0","1","0","0","0","1",818
"01","01E10221","03","1","2","06","1","02","1","1","1","","","","","","","","","","","","1","0","0","0","0","0","1","0","0","","","1","1","","","","","","","","","","","","","","","","","","","1","0","0","0","1","1","0","0","5","1","06","1","1","0","1","0","0","0","2",1104
"01","01E10221","04","6","1","22","3","03","2","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","","","","","","","","07","","","","","","","","","","","","","","","","","","","","","","","","","","","5",1104
"01","01E10221","05","8","2","23","3","03","2","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","","","","","","","","07","","","","","","","","","","","","","","","","","","","","","","","","","","","5",1104
"01","01E10244","02","6","1","22","3","03","2","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","","","","","","","","07","","","","","","","","","","","","","","","","","","","","","","","","","","","5",990
"01","01E10244","03","8","2","23","3","03","2","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","","","","","","","","08","","","","","","","","","","","","","","","","","","","","","","","","","","","5",990
"01","01E10253","01","1","1","29","3","03","2","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","","","","","","","","07","","","","","","","","","","","","","","","","","","","","","","","","","","","5",1450
"01","01E10266","02","1","1","09","2","04","1","1","1","","","","","","","","","","","","1","0","0","0","1","0","0","0","0","4","4","1","1","","","","","","","","","","","","","","","","","","","1","0","0","0","1","0","0","0","4","1","03","1","1","0","1","0","0","0","1",1453
"01","01E10391","02","6","2","15","3","03","1","1","1","","","","","","","","","","","","1","0","0","0","1","0","0","0","0","4","2","2","","2","","","","","","","","","04","","","","","","","","","","","","","","","","","","","","","","","","","","","5",372
"01","01E10391","03","6","2","17","3","03","2","","","","","","","","","","","","","","","","","","","","","","","","","2","","1","0","1","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","1",372
"01","01E10464","01","1","1","18","5","03","1","1","1","","","","","","","","","","","","1","0","0","0","1","0","0","0","0","4","2","1","1","","","","","","","","","","","","","","","","","","","1","0","1","0","1","0","0","0","2","3","07","2","","0","1","0","0","0","1",1412
"01","01E10464","02","1","1","24","3","03","2","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","","","","","","","","07","","","","","","","","","","","","","","","","","","","","","","","","","","","1",1412
"01","01E10485","02","6","1","25","5","03","2","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","","","","","","","","08","","","","","","","","","","","","","","","","","","","","","","","","","","","5",1493
"01","01E10493","02","4","2","07","2","01","1","1","1","","","","","","","","","","","","1","0","0","0","1","0","0","0","0","4","1","1","1","","","","","","","","","","","","","","","","","","","1","0","0","0","1","0","0","0","4","1","03","1","1","0","1","0","0","0","1",677
"01","01E10493","03","4","2","14","3","01","1","1","1","","","","","","","","","","","","2","0","0","0","1","0","0","0","0","4","1","2","","1","0","1","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","1",677
"01","01E10493","04","4","1","23","3","02","2","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","","","","","","","","04","","","","","","","","","","","","","","","","","","","","","","","","","","","5",677
"01","01E10495","01","1","2","09","2","03","1","1","1","","","","","","","","","","","","2","0","0","0","1","0","0","0","0","4","1","1","1","","","","","","","","","","","","","","","","","","","1","0","0","0","1","0","0","0","4","1","08","1","1","0","1","0","0","0","1",1374
"01","01E10495","02","1","2","14","3","03","1","1","1","","","","","","","","","","","","1","0","0","0","1","0","0","0","0","4","1","1","1","","","","","","","","","","","","","","","","","","","1","0","0","0","1","0","0","0","4","1","06","1","1","0","1","0","0","0","1",1374
"01","01E10496","01","1","2","26","7","05","1","1","1","","","","","","","","","","","","1","1","0","0","1","0","0","0","0","4","2","2","","2","","","","","","","","","03","","","","","","","","","","","","","","","","","","","","","","","","","","","5",1018
"01","01E10496","02","1","1","28","7","05","2","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","","","","","","","","03","","","","","","","","","","","","","","","","","","","","","","","","","","","5",1018
"01","01E10513","02","4","2","14","3","01","1","1","1","","","","","","","","","","","","1","0","0","0","1","0","0","0","0","4","2","1","1","","","","","","","","","","","","","","","","","","","1","0","0","0","1","0","0","0","4","2","04","1","1","0","1","0","0","0","1",889
"01","01E10526","01","7","2","11","2","05","1","1","1","","","","","","","","","","","","1","0","0","0","1","0","0","0","0","4","1","1","1","","","","","","","","","","","","","","","","","","","2","0","0","0","1","0","0","0","4","1","02","1","3","0","1","0","0","0","3",889
"01","01E10526","02","6","2","15","2","06","2","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","","","","","","","","11","","","","","","","","","","","","","","","","","","","","","","","","","","","5",889
"01","01E10526","03","7","1","15","3","02","2","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","","","","","","","","04","","","","","","","","","","","","","","","","","","","","","","","","","","","5",889
"01","01E10526","04","7","2","16","4","01","2","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","","","","","","","","05","","","","","","","","","","","","","","","","","","","","","","","","","","","5",889
"01","01E10532","01","1","2","26","5","03","2","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","","","","","","","","07","","","","","","","","","","","","","","","","","","","","","","","","","","","5",1493
"01","01E10561","01","6","2","14","3","02","1","1","1","","","","","","","","","","","","1","1","1","0","1","1","0","0","0","4","2","1","1","","","","","","","","","","","","","","","","","","","1","1","1","0","1","1","0","0","4","1","05","1","3","0","1","0","0","0","2",1019
"01","01E10561","02","6","2","18","5","03","1","1","1","","","","","","","","","","","","1","0","1","0","1","0","0","0","0","2","2","1","1","","","","","","","","","","","","","","","","","","","1","0","1","0","1","0","0","0","2","2","08","2","","0","1","0","0","0","2",1019
"01","01E10613","01","1","2","22","7","02","1","1","1","","","","","","","","","","","","1","0","1","0","1","0","0","0","0","2","1","1","1","","","","","","","","","","","","","","","","","","","1","0","1","0","1","0","0","0","2","1","05","2","","0","0","1","0","0","2",865
"01","01E10613","02","1","1","23","7","01","1","2","1","","","","","","","","","","","","1","0","1","0","1","0","0","0","0","2","1","1","2","","","","","","","","","","","","","","","","","","","1","0","1","0","1","0","0","0","2","1","04","2","","0","1","1","0","0","2",865
"01","01E10651","01","1","2","06","1","03","1","2","1","","","","","","","","","","","","1","0","0","0","1","0","0","0","0","4","1","1","2","","","","","","","","","","","","","","","","","","","1","0","0","1","1","0","0","0","4","1","03","1","1","0","1","0","0","0","1",1303
"01","01E10651","02","1","1","11","2","05","1","2","1","","","","","","","","","","","","1","0","0","1","1","0","0","0","0","4","1","1","2","","","","","","","","","","","","","","","","","","","1","0","0","0","1","0","0","0","4","1","03","1","1","0","0","1","0","0","1",1303
"01","01E10651","03","1","1","14","3","02","1","2","1","","","","","","","","","","","","1","0","0","1","0","0","0","0","0","3","2","1","2","","","","","","","","","","","","","","","","","","","1","0","0","1","0","0","0","0","3","2","04","1","2","0","0","1","0","0","1",1303
"01","01E10715","01","1","1","22","7","02","1","1","1","","","","","","","","","","","","1","0","1","0","1","0","0","0","0","4","2","1","1","","","","","","","","","","","","","","","","","","","1","0","1","0","1","0","0","0","4","2","04","1","1","0","0","1","0","0","1",1596
"01","01E10758","01","1","2","15","3","03","1","1","1","","","","","","","","","","","","2","0","0","0","0","1","0","0","0","5","1","1","1","","","","","","","","","","","","","","","","","","","1","0","0","1","1","0","0","0","3","1","05","1","3","0","1","1","0","0","1",1165
"01","01E10758","02","1","1","16","3","03","1","1","1","","","","","","","","","","","","1","0","1","0","0","0","0","0","0","2","1","1","1","","","","","","","","","","","","","","","","","","","1","0","1","0","0","0","0","0","2","1","05","2","","0","1","0","0","0","1",1165
"01","01E10779","01","1","2","09","2","03","1","1","1","","","","","","","","","","","","2","0","0","0","1","0","0","0","0","4","1","1","1","","","","","","","","","","","","","","","","","","","2","0","0","0","1","0","0","0","4","1","03","1","3","0","1","0","0","0","1",799
"01","01E10779","02","6","1","10","2","04","1","1","1","","","","","","","","","","","","2","0","0","0","1","0","0","0","0","4","2","1","1","","","","","","","","","","","","","","","","","","","1","0","0","0","1","0","0","0","4","2","04","1","4","0","1","0","0","0","1",799
"01","01E10779","03","1","1","15","3","03","1","1","1","","","","","","","","","","","","1","0","0","0","1","0","0","0","0","4","1","1","1","","","","","","","","","","","","","","","","","","","1","0","0","0","1","0","0","0","4","1","06","2","","0","1","0","0","0","1",799
"01","01E10790","01","1","1","15","3","03","1","1","1","","","","","","","","","","","","2","0","0","0","0","1","0","0","0","5","1","1","1","","","","","","","","","","","","","","","","","","","1","0","0","0","1","0","0","0","4","3","04","2","","0","1","0","0","0","1",993
"01","01E10790","02","6","1","22","5","03","2","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","","","","","","","","07","","","","","","","","","","","","","","","","","","","","","","","","","","","5",993
"01","01E10790","03","1","2","22","5","03","2","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","","","","","","","","08","","","","","","","","","","","","","","","","","","","","","","","","","","","5",993
"01","01E10796","01","1","1","05","1","02","1","1","1","","","","","","","","","","","","1","0","1","0","1","1","0","0","0","4","1","1","1","","","","","","","","","","","","","","","","","","","1","0","1","0","1","1","0","0","4","1","02","1","1","0","1","0","0","0","1",1063
"01","01E10796","02","5","2","20","7","01","1","2","1","","","","","","","","","","","","1","0","1","0","0","0","0","0","0","2","2","1","2","","","","","","","","","","","","","","","","","","","1","0","1","0","0","0","0","0","2","2","05","2","","0","1","0","0","0","1",1063
"01","01E10796","03","8","2","25","5","03","2","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","","","","","","","","08","","","","","","","","","","","","","","","","","","","","","","","","","","","5",1063
"01","01E10824","01","1","2","26","7","02","1","1","1","","","","","","","","","","","","1","0","1","0","1","0","0","0","0","4","2","1","1","","","","","","","","","","","","","","","","","","","1","0","1","0","1","0","0","0","4","2","06","2","","0","1","1","0","0","1",1122
"01","01E10824","02","1","2","29","5","03","2","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","","","","","","","","06","","","","","","","","","","","","","","","","","","","","","","","","","","","1",1122
"01","01E10846","02","8","2","28","7","04","2","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","","","","","","","","07","","","","","","","","","","","","","","","","","","","","","","","","","","","5",1356
"01","01E10852","01","1","2","21","0","00","2","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","","","","","","","","11","","","","","","","","","","","","","","","","","","","","","","","","","","","5",2317
"01","01E10857","01","5","2","06","2","01","1","1","1","","","","","","","","","","","","1","0","0","0","0","0","0","1","0","","","1","1","","","","","","","","","","","","","","","","","","","1","0","0","0","1","0","0","0","4","1","03","1","1","0","1","0","0","0","2",1137
"01","01E10857","02","5","2","17","5","02","1","1","1","","","","","","","","","","","","1","0","0","0","1","0","0","0","0","4","1","1","1","","","","","","","","","","","","","","","","","","","1","0","0","0","1","0","0","0","4","1","05","2","","0","0","1","0","0","3",1137
"01","01E10857","03","8","2","19","3","03","1","1","1","","","","","","","","","","","","1","0","0","0","1","0","0","0","0","4","1","1","2","","","","","","","","","","","0","1","0","0","0","0","0","0","1","0","0","0","1","0","0","0","4","1","05","2","","0","0","1","0","0","1",1137
"01","01E10875","02","1","1","04","0","00","2","","","","","","","","","","","","","","","","","","","","","","","","","1","1","","","","","","","","","","","","","","","","","","","1","0","0","0","1","0","0","0","4","1","04","1","1","0","1","1","0","0","1",1628
"01","01E10875","03","8","2","23","5","03","2","","","","","","","","","","","","","","","","","","","","","","","","","1","2","","","","","","","","","","","","","","","","","","","1","0","1","0","1","0","0","0","2","1","03","2","","0","1","0","0","0","1",1628
"01","01E10898","01","1","2","10","2","06","1","2","1","","","","","","","","","","","","1","0","0","0","1","0","0","0","0","4","1","1","2","","","","","","","","","","","","","","","","","","","1","0","0","0","1","0","0","0","4","1","05","1","1","0","0","1","0","0","1",1711
"01","01E10902","01","5","1","11","2","05","1","1","1","","","","","","","","","","","","1","0","0","0","1","0","0","0","0","4","1","1","1","","","","","","","","","","","","","","","","","","","1","0","0","1","1","0","0","0","4","2","02","1","3","0","1","1","0","0","1",1063
"01","01E10902","02","5","1","16","5","01","1","1","1","","","","","","","","","","","","1","0","0","0","1","0","0","0","0","4","2","1","1","","","","","","","","","","","","","","","","","","","1","1","0","0","0","0","0","0","1","3","02","2","","0","1","1","0","0","1",1063
"01","01E10902","03","8","1","20","7","02","1","1","1","","","","","","","","","","","","1","0","1","0","0","0","0","0","0","2","2","1","1","","","","","","","","","","","","","","","","","","","1","0","1","0","0","0","0","0","2","2","04","2","","0","1","1","0","0","2",1063
"01","01E10903","01","1","2","08","2","02","1","1","1","","","","","","","","","","","","1","0","0","0","1","0","1","0","0","4","9","1","1","","","","","","","","","","","","","","","","","","","1","0","0","0","1","0","0","0","4","1","03","1","1","0","1","0","0","0","1",1342
"01","01E10903","02","1","1","10","2","04","1","1","1","","","","","","","","","","","","1","0","0","0","1","0","1","0","0","4","9","1","1","","","","","","","","","","","","","","","","","","","1","0","0","0","1","0","0","0","4","1","03","1","1","0","1","0","0","0","1",1342
"01","01E10903","03","1","2","16","5","02","1","2","1","","","","","","","","","","","","1","0","1","0","1","0","0","0","0","4","2","1","2","","","","","","","","","","","","","","","","","","","1","0","1","0","0","1","0","0","5","2","06","2","","0","1","0","0","0","1",1342
"01","01E10921","02","6","1","08","2","04","1","1","1","","","","","","","","","","","","2","0","0","0","1","0","0","0","0","4","1","1","1","","","","","","","","","","","","","","","","","","","1","0","1","0","0","0","0","0","2","1","12","1","1","0","1","0","0","0","1",845
"01","01E10921","03","6","2","20","5","02","2","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","","","","","","","","07","","","","","","","","","","","","","","","","","","","","","","","","","","","5",845
"01","01E10921","04","6","2","28","5","03","2","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","","","","","","","","07","","","","","","","","","","","","","","","","","","","","","","","","","","","5",845
"01","01E10944","01","2","1","09","2","04","1","1","1","","","","","","","","","","","","1","0","0","1","0","0","0","0","0","3","1","1","1","","","","","","","","","","","","","","","","","","","1","0","0","1","0","0","0","0","3","2","06","1","4","0","1","0","0","0","1",747
"01","01E10944","02","2","1","28","7","05","2","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","","","","","","","","03","","","","","","","","","","","","","","","","","","","","","","","","","","","5",747
"01","01E10944","03","5","2","28","2","06","2","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","","","","","","","","02","","","","","","","","","","","","","","","","","","","","","","","","","","","5",747
"01","01E10985","01","4","1","03","0","00","1","1","1","","","","","","","","","","","","1","0","0","0","1","0","1","0","0","4","9","1","1","","","","","","","","","","","","","","","","","","","1","0","1","0","0","0","0","0","2","3","02","1","1","0","1","0","0","0","1",1585
"01","01E10985","02","4","2","08","2","02","1","2","1","","","","","","","","","","","","1","1","1","0","0","0","0","0","0","1","1","1","2","","","","","","","","","","","","","","","","","","","1","1","1","0","0","0","0","0","1","1","06","1","1","0","0","1","0","0","1",1585
"01","01E10991","01","1","1","04","0","00","2","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","","","","","","","","11","","","","","","","","","","","","","","","","","","","","","","","","","","","1",1421
"01","01E10991","02","1","2","06","1","03","1","1","1","","","","","","","","","","","","1","0","0","0","1","0","0","0","0","4","1","1","1","","","","","","","","","","","","","","","","","","","1","0","0","0","1","0","0","0","4","1","03","1","1","0","1","0","0","0","1",1421
"01","01E10991","03","1","1","07","2","01","1","1","1","","","","","","","","","","","","1","0","0","0","1","0","0","0","0","4","1","1","1","","","","","","","","","","","","","","","","","","","1","0","0","0","1","0","0","0","4","1","03","1","1","0","1","0","0","0","1",1421
"01","01E10991","04","8","2","27","3","03","2","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","","","","","","","","02","","","","","","","","","","","","","","","","","","","","","","","","","","","5",1421
"01","01E11008","01","1","1","07","2","01","1","1","1","","","","","","","","","","","","1","0","0","0","1","1","1","0","0","4","9","1","1","","","","","","","","","","","","","","","","","","","2","0","0","0","1","0","0","0","4","1","02","1","3","0","0","1","0","0","1",1022
"01","01E11008","02","1","2","07","2","01","1","1","1","","","","","","","","","","","","1","0","0","0","1","0","0","0","0","4","1","1","1","","","","","","","","","","","","","","","","","","","2","0","0","0","1","0","0","0","4","1","02","1","1","0","1","0","0","0","1",1022
"01","01E11008","03","1","2","12","2","06","1","1","1","","","","","","","","","","","","1","0","0","0","1","0","0","0","0","4","1","1","1","","","","","","","","","","","","","","","","","","","1","0","0","0","1","0","0","0","4","1","05","1","3","0","1","0","0","0","1",1022
"01","01E11008","04","1","2","15","3","03","1","1","1","","","","","","","","","","","","1","0","0","0","1","0","0","0","0","4","1","1","1","","","","","","","","","","","","","","","","","","","1","0","0","0","1","0","0","0","4","1","09","2","","0","1","1","0","0","1",1022
"01","01E11008","05","1","2","16","5","01","1","1","1","","","","","","","","","","","","1","0","0","0","1","0","0","0","0","4","1","1","1","","","","","","","","","","","","","","","","","","","1","0","0","0","1","0","0","0","4","1","09","2","","0","1","1","0","0","1",1022
"01","01E11063","01","1","2","07","2","01","1","1","1","","","","","","","","","","","","1","0","0","0","1","0","0","0","0","4","1","1","1","","","","","","","","","","","","","","","","","","","1","0","0","0","1","0","0","0","4","1","04","1","1","0","1","0","0","0","1",1621
"01","01E11063","02","1","1","12","2","03","1","1","1","","","","","","","","","","","","1","0","0","0","0","0","1","0","0","","","1","1","","","","","","","","","","","","","","","","","","","1","0","0","0","0","0","1","0","6","1","02","1","1","0","1","0","0","0","1",1621
"01","01E11077","03","4","2","13","3","01","1","1","1","","","","","","","","","","","","1","0","0","0","1","0","0","0","0","4","1","1","1","","","","","","","","","","","","","","","","","","","1","0","0","0","1","0","0","0","4","1","05","1","1","0","0","0","1","0","1",444
"01","01E11077","04","6","2","20","3","03","2","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","","","","","","","","02","","","","","","","","","","","","","","","","","","","","","","","","","","","5",444
"01","01E11077","05","1","1","20","5","03","2","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","","","","","","","","04","","","","","","","","","","","","","","","","","","","","","","","","","","","5",444
"01","01E11077","06","1","1","24","7","03","2","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","","","","","","","","04","","","","","","","","","","","","","","","","","","","","","","","","","","","5",444
"01","01E11151","01","1","1","05","0","00","2","","","","","","","","","","","","","","","","","","","","","","","","","1","1","","","","","","","","","","","","","","","","","","","1","0","0","0","1","1","0","0","4","1","02","1","1","0","1","0","0","0","4",2077
"01","01E11151","02","1","1","10","2","04","1","1","1","","","","","","","","","","","","1","0","0","0","0","0","1","0","0","","","1","1","","","","","","","","","","","","","","","","","","","1","0","0","0","1","0","1","0","4","1","03","1","1","0","0","0","0","1","4",2077
"01","01E11151","03","8","2","26","3","01","2","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","","","","","","","","08","","","","","","","","","","","","","","","","","","","","","","","","","","","5",2077
"01","01E11182","01","1","2","14","3","02","1","1","1","","","","","","","","","","","","1","0","0","0","1","0","0","0","0","4","1","1","1","","","","","","","","","","","","","","","","","","","1","0","0","0","1","0","0","0","4","1","05","2","","0","1","0","0","0","4",746
"01","01E11182","02","1","1","17","5","02","1","1","1","","","","","","","","","","","","1","0","0","0","1","0","0","0","0","4","2","1","1","","","","","","","","","","","","","","","","","","","1","0","0","0","1","0","0","0","4","2","04","2","","0","1","0","0","0","4",746
"01","01E11182","03","1","1","23","5","02","2","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","","","","","","","","07","","","","","","","","","","","","","","","","","","","","","","","","","","","5",746
"01","01E11182","04","1","2","24","7","03","2","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","","","","","","","","01","","","","","","","","","","","","","","","","","","","","","","","","","","","5",746
"01","01E11200","02","5","2","10","2","04","1","1","1","","","","","","","","","","","","1","0","0","0","0","1","0","0","0","5","1","1","1","","","","","","","","","","","","","","","","","","","1","0","0","0","0","1","0","0","5","1","06","1","1","0","1","0","0","0","1",726
"01","01E11200","03","5","2","20","5","03","2","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","","","","","","","","07","","","","","","","","","","","","","","","","","","","","","","","","","","","5",726
"01","01E11200","04","8","1","26","3","03","2","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","","","","","","","","07","","","","","","","","","","","","","","","","","","","","","","","","","","","5",726
"01","01E11200","05","6","2","28","7","05","2","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","","","","","","","","07","","","","","","","","","","","","","","","","","","","","","","","","","","","5",726
"01","01E11228","01","1","2","21","5","03","2","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","","","","","","","","04","","","","","","","","","","","","","","","","","","","","","","","","","","","5",1078
"01","01E11235","01","1","1","06","2","01","1","1","1","","","","","","","","","","","","1","0","0","0","1","0","0","0","0","4","1","1","1","","","","","","","","","","","","","","","","","","","1","0","0","0","1","0","0","0","4","1","05","1","1","0","1","0","0","0","4",940
"01","01E11235","02","1","1","11","2","05","1","1","1","","","","","","","","","","","","1","0","0","0","1","0","0","0","0","4","1","1","1","","","","","","","","","","","","","","","","","","","1","0","0","0","1","0","0","0","4","1","05","1","1","0","1","0","0","0","4",940
"01","01E11235","03","1","1","15","3","03","1","1","1","","","","","","","","","","","","1","0","0","0","1","0","0","0","0","4","1","1","1","","","","","","","","","","","","","","","","","","","1","0","0","0","1","0","0","0","4","2","05","2","","0","1","0","0","0","4",940
"01","01E11260","01","1","1","20","5","02","1","2","1","","","","","","","","","","","","1","0","1","0","1","0","0","0","0","2","2","1","2","","","","","","","","","","","","","","","","","","","1","0","1","0","1","0","0","0","2","2","06","2","","0","1","1","0","0","3",1122
"01","01E11260","02","1","2","24","7","03","2","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","","","","","","","","03","","","","","","","","","","","","","","","","","","","","","","","","","","","5",1122
"01","01E11277","02","1","2","03","0","00","2","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","","","","","","","","12","","","","","","","","","","","","","","","","","","","","","","","","","","","5",1824
"01","01E11277","03","1","2","04","0","00","2","","","","","","","","","","","","","","","","","","","","","","","","","1","1","","","","","","","","","","","","","","","","","","","1","0","0","0","1","1","0","0","4","1","02","1","1","0","1","0","0","0","1",1824
