"ENT","CON","N_REN","PAREN","SEXO","EDAD","NIV","GRA","P3_5","P3_6","P3_7","P3_8","P3_9_1","P3_9_2","P3_9_3","P3_9_4","P3_9_5","P3_9_6","P3_9_7","P3_9_8","P3_9_9","P3_10","P3_11","P3_12_1","P3_12_2","P3_12_3","P3_12_4","P3_12_5","P3_12_6","P3_12_7","P3_12_8","P3_12A","P3_13","P3_14","P3_15","P3_16","P3_17_1","P3_17_2","P3_17_3","P3_17_4","P3_17_5","P3_17_6","P3_17_7","P3_17_8","P3_18","P3_19_1","P3_19_2","P3_19_3","P3_19_4","P3_19_5","P3_19_6","P3_19_7","P3_19_8","P3_20","P3_21_1","P3_21_2","P3_21_3","P3_21_4","P3_21_5","P3_21_6","P3_21_7","P3_21A","P3_21B","P3_22","P3_23","P3_24","P3_25_1","P3_25_2","P3_25_3","P3_25_4","P3_25_5","P3_26","FACTOR"
"09","09E12454","02","7","2","26","7","04","2","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","","","","","","","","03","","","","","","","","","","","","","","","","","","","","","","","","","","","5",7021
"09","09E12454","03","5","1","26","7","05","2","","","","","","","","","","","","","","","","","","","","","","","","","1","1","","","","","","","","","","","","","","","","","","","1","0","1","0","1","0","0","0","2","2","08","2","","0","1","0","0","0","2",7021
"09","09E12530","01","1","2","14","3","02","1","1","1","","","","","","","","","","","","1","0","1","0","0","0","0","0","0","2","2","1","1","","","","","","","","","","","","","","","","","","","1","0","1","0","1","0","0","0","4","2","03","2","","0","1","1","0","0","1",43754
"09","09E12558","01","5","1","25","7","05","2","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","","","","","","","","03","","","","","","","","","","","","","","","","","","","","","","","","","","","5",14031
"09","09E12558","02","8","1","28","8","02","2","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","","","","","","","","03","","","","","","","","","","","","","","","","","","","","","","","","","","","5",14031
"09","09E12562","01","6","1","28","3","02","2","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","","","","","","","","07","","","","","","","","","","","","","","","","","","","","","","","","","","","5",14324
"09","09E12562","02","8","2","28","5","03","2","","","","","","","","","","","","","","","","","","","","","","","","","2","","1","0","1","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","5",14324
"09","09E12572","01","1","2","08","2","02","1","1","1","","","","","","","","","","","","1","1","0","0","1","0","0","0","0","4","1","1","1","","","","","","","","","","","","","","","","","","","1","0","0","0","1","0","0","0","4","1","03","1","1","0","1","1","0","0","1",15561
"09","09E12572","02","1","1","14","3","03","1","1","1","","","","","","","","","","","","1","0","0","0","1","0","0","0","0","4","1","1","1","","","","","","","","","","","","","","","","","","","1","0","0","0","1","0","0","0","4","1","05","2","","0","1","1","0","0","1",15561
"09","09E12604","01","6","1","25","7","05","1","1","1","","","","","","","","","","","","1","0","1","0","1","0","0","0","0","4","2","1","1","","","","","","","","","","","","","","","","","","","1","0","1","0","1","0","0","0","4","2","12","2","","0","0","1","0","0","1",1708
"09","09E12613","01","1","1","15","3","03","1","1","1","","","","","","","","","","","","1","0","0","0","1","0","0","0","0","4","1","1","1","","","","","","","","","","","","","","","","","","","1","0","0","0","1","0","0","0","4","1","01","1","1","0","1","0","0","0","4",3034
"09","09E12613","02","1","2","20","5","03","2","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","","","","","","","","07","","","","","","","","","","","","","","","","","","","","","","","","","","","5",3034
"09","09E12613","03","1","1","22","3","03","2","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","","","","","","","","07","","","","","","","","","","","","","","","","","","","","","","","","","","","5",3034
"09","09E12613","04","1","1","24","5","03","2","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","","","","","","","","07","","","","","","","","","","","","","","","","","","","","","","","","","","","5",3034
"09","09E12613","05","1","1","24","5","03","2","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","","","","","","","","07","","","","","","","","","","","","","","","","","","","","","","","","","","","5",3034
"09","09E12627","01","1","1","06","1","03","1","1","1","","","","","","","","","","","","2","0","0","0","1","0","0","0","0","4","1","1","1","","","","","","","","","","","","","","","","","","","1","0","1","0","1","0","0","0","2","1","05","1","1","0","1","1","0","0","1",7750
"09","09E12627","02","5","2","24","8","02","1","1","1","","","","","","","","","","","","1","0","1","0","1","0","0","0","0","2","1","1","1","","","","","","","","","","","","","","","","","","","1","0","1","0","1","0","0","0","2","1","04","2","","0","1","0","0","0","1",7750
"09","09E12631","01","1","1","03","0","00","2","","","","","","","","","","","","","","","","","","","","","","","","","1","1","","","","","","","","","","","","","","","","","","","1","0","0","0","1","1","0","0","5","1","03","1","1","0","1","0","0","0","1",24002
"09","09E12631","02","1","2","06","1","03","1","1","1","","","","","","","","","","","","1","0","0","0","1","1","0","0","0","5","1","1","1","","","","","","","","","","","","","","","","","","","1","0","0","0","1","1","0","0","5","1","05","1","1","0","1","0","0","0","1",24002
"09","09E12631","03","1","2","07","2","01","1","1","1","","","","","","","","","","","","1","0","0","0","1","0","0","0","0","4","1","1","1","","","","","","","","","","","","","","","","","","","1","0","0","0","1","0","0","0","4","1","04","1","1","0","1","0","0","0","1",24002
"09","09E12631","04","8","2","29","3","02","2","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","","","","","","","","08","","","","","","","","","","","","","","","","","","","","","","","","","","","5",24002
"09","09E12639","01","1","1","06","1","03","1","1","1","","","","","","","","","","","","2","0","1","0","1","0","0","0","0","2","1","1","1","","","","","","","","","","","","","","","","","","","1","0","1","0","1","1","0","0","4","1","04","1","1","0","1","0","0","0","1",5928
"09","09E12639","02","1","1","19","5","03","2","","","","","","","","","","","","","","","","","","","","","","","","","1","1","","","","","","","","","","","","","","","","","","","1","0","0","0","0","0","0","1","","","12","2","","0","0","0","0","1","1",5928
"09","09E12639","03","1","2","21","7","03","2","","","","","","","","","","","","","","","","","","","","","","","","","1","2","","","","","","","","","","","","","","","","","","","1","0","1","0","1","0","0","0","2","1","05","2","","0","1","0","0","0","1",5928
"09","09E12658","01","2","2","03","0","00","2","","","","","","","","","","","","","","","","","","","","","","","","","1","1","","","","","","","","","","","","","","","","","","","1","1","0","0","0","1","0","0","5","1","05","1","1","0","1","0","0","0","1",2619
"09","09E12658","02","1","2","09","2","03","1","1","1","","","","","","","","","","","","1","1","0","0","1","1","0","0","0","5","1","1","1","","","","","","","","","","","","","","","","","","","1","1","0","0","1","1","0","0","5","1","08","1","1","0","1","0","0","0","1",2619
"09","09E12658","03","2","1","14","3","02","1","1","1","","","","","","","","","","","","2","1","0","0","1","1","0","0","0","5","1","1","1","","","","","","","","","","","","","","","","","","","1","1","0","0","1","0","0","0","1","1","08","1","3","0","1","0","0","0","1",2619
"09","09E12658","04","2","1","16","3","03","1","1","1","","","","","","","","","","","","2","1","0","0","1","0","0","0","0","1","1","1","1","","","","","","","","","","","","","","","","","","","1","1","0","0","0","0","0","0","1","1","12","2","","0","1","1","0","0","1",2619
"09","09E12658","05","2","2","19","5","03","1","1","1","","","","","","","","","","","","2","1","0","0","1","0","0","0","0","1","1","2","","2","","","","","","","","","01","","","","","","","","","","","","","","","","","","","","","","","","","","","5",2619
"09","09E12658","06","5","1","25","5","03","2","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","","","","","","","","11","","","","","","","","","","","","","","","","","","","","","","","","","","","5",2619
"09","09E12682","01","1","2","04","1","01","2","","","","","","","","","","","","","","","","","","","","","","","","","1","1","","","","","","","","","","","","","","","","","","","1","0","1","0","1","0","0","0","2","1","03","1","1","0","1","1","0","0","1",9890
"09","09E12682","02","1","1","05","1","02","1","1","1","","","","","","","","","","","","1","0","1","0","1","0","0","0","0","2","1","1","1","","","","","","","","","","","","","","","","","","","1","0","1","0","1","0","0","0","2","1","03","1","1","0","1","1","0","0","1",9890
"09","09E12682","03","8","2","25","5","03","1","1","1","","","","","","","","","","","","1","0","1","0","1","0","0","0","0","2","1","1","1","","","","","","","","","","","","","","","","","","","1","0","1","0","1","0","0","0","2","1","03","2","","0","0","1","0","0","1",9890
"09","09E12682","04","6","1","28","3","03","2","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","","","","","","","","07","","","","","","","","","","","","","","","","","","","","","","","","","","","5",9890
"09","09E12721","01","1","1","17","5","01","1","2","1","","","","","","","","","","","","1","0","1","0","0","0","0","0","0","2","2","1","2","","","","","","","","","","","","","","","","","","","1","0","1","0","0","0","0","0","2","2","06","2","","0","0","1","0","0","1",16668
"09","09E12721","02","1","2","22","7","03","1","1","1","","","","","","","","","","","","1","0","1","0","0","0","0","0","0","2","2","1","1","","","","","","","","","","","","","","","","","","","1","0","1","0","0","0","0","0","2","2","07","2","","0","0","1","0","0","1",16668
"09","09E12742","01","1","1","24","7","05","1","2","1","","","","","","","","","","","","2","0","0","0","0","0","0","1","0","","","2","","2","","","","","","","","","03","","","","","","","","","","","","","","","","","","","","","","","","","","","5",21790
"09","09E12759","01","1","2","03","0","00","2","","","","","","","","","","","","","","","","","","","","","","","","","1","2","","","","","","","","","","","","","","","","","","","1","0","0","0","1","0","0","0","4","1","01","1","1","0","1","0","0","0","1",53136
"09","09E12759","02","1","1","15","3","03","1","1","1","","","","","","","","","","","","2","1","0","0","1","0","0","0","0","4","2","1","1","","","","","","","","","","","","","","","","","","","1","0","0","0","1","0","0","0","4","2","05","2","","0","1","1","0","0","1",53136
"09","09E12805","01","1","1","19","5","03","1","1","1","","","","","","","","","","","","2","0","1","0","1","0","0","0","0","4","2","1","1","","","","","","","","","","","","","","","","","","","1","0","1","0","1","0","0","0","4","2","08","1","3","0","0","1","0","0","1",10904
"09","09E12805","02","1","1","25","7","02","1","1","1","","","","","","","","","","","","1","0","1","0","1","0","0","0","0","2","1","1","1","","","","","","","","","","","","","","","","","","","1","0","1","0","1","0","0","0","2","1","07","2","","0","0","1","0","0","1",10904
"09","09E12819","01","5","2","13","3","01","1","1","1","","","","","","","","","","","","1","0","1","0","1","1","0","0","0","2","1","1","1","","","","","","","","","","","","","","","","","","","1","0","1","0","1","0","0","0","2","2","03","2","","0","1","1","0","0","3",11868
"09","09E12819","02","5","1","19","7","01","1","1","1","","","","","","","","","","","","1","0","1","0","1","0","0","0","0","2","2","1","1","","","","","","","","","","","","","","","","","","","1","1","1","0","1","0","0","0","2","2","05","2","","0","1","1","0","0","3",11868
"09","09E12819","03","8","2","29","7","04","2","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","","","","","","","","03","","","","","","","","","","","","","","","","","","","","","","","","","","","5",11868
"09","09E12907","01","1","2","08","1","03","1","1","1","","","","","","","","","","","","2","0","0","0","0","0","0","1","0","","","1","1","","","","","","","","","","","","","","","","","","","1","0","0","0","1","0","0","0","4","1","02","1","1","0","1","1","0","0","3",10000
"09","09E12907","02","1","2","09","2","02","1","1","1","","","","","","","","","","","","1","0","0","0","1","0","0","0","0","4","1","1","1","","","","","","","","","","","","","","","","","","","1","0","0","0","1","0","0","0","4","1","03","1","1","0","1","1","0","0","4",10000
"09","09E12953","01","5","1","20","5","03","1","2","1","","","","","","","","","","","","2","1","0","0","1","0","0","0","0","4","2","1","2","","","","","","","","","","","","","","","","","","","1","1","0","0","1","0","0","0","1","1","09","2","","0","1","1","0","0","3",7134
"09","09E12953","02","8","1","28","7","04","2","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","","","","","","","","07","","","","","","","","","","","","","","","","","","","","","","","","","","","5",7134
"09","09E12992","01","1","1","15","3","02","1","1","1","","","","","","","","","","","","1","1","0","0","0","0","0","0","0","1","2","1","1","","","","","","","","","","","","","","","","","","","1","0","1","0","0","0","0","0","2","3","06","1","1","0","0","1","0","0","1",12251
"09","09E13416","01","8","1","24","7","01","1","1","1","","","","","","","","","","","","1","0","1","0","1","0","0","0","0","4","2","1","1","","","","","","","","","","","","","","","","","","","1","0","1","0","1","0","0","0","4","2","08","2","","0","1","1","0","0","2",6005
"09","09E13416","02","5","1","26","7","01","2","","","","","","","","","","","","","","","","","","","","","","","","","1","1","","","","","","","","","","","","","","","","","","","1","0","1","0","1","0","0","0","2","2","06","2","","0","1","1","0","0","2",6005
"09","09E13422","01","1","2","07","2","01","1","1","1","","","","","","","","","","","","1","1","0","0","1","1","0","0","0","4","1","1","1","","","","","","","","","","","","","","","","","","","1","1","0","0","1","1","0","0","4","1","04","1","2","0","1","1","0","0","3",10180
"09","09E13422","02","1","1","16","3","03","1","1","1","","","","","","","","","","","","2","1","0","0","1","0","0","0","0","1","1","1","1","","","","","","","","","","","","","","","","","","","1","1","0","0","1","0","0","0","1","1","06","2","","0","1","1","0","0","3",10180
"09","09E13427","01","5","1","13","3","01","1","2","1","","","","","","","","","","","","1","1","1","0","1","0","0","0","0","4","1","1","2","","","","","","","","","","","","","","","","","","","1","1","1","1","1","0","0","0","1","1","08","1","1","0","0","1","0","0","3",18432
"09","09E13427","02","8","2","22","7","01","1","2","1","","","","","","","","","","","","1","1","1","0","1","0","0","0","0","1","1","1","2","","","","","","","","","","","","","","","","","","","1","1","1","0","1","0","0","0","2","1","09","2","","0","0","1","0","0","2",18432
"09","09E13453","01","1","1","10","2","04","1","1","1","","","","","","","","","","","","1","0","0","0","1","1","0","0","0","4","1","1","1","","","","","","","","","","","","","","","","","","","1","0","0","0","1","1","0","0","5","1","02","1","1","0","1","0","0","0","1",28119
"09","09E13457","01","1","2","03","0","00","2","","","","","","","","","","","","","","","","","","","","","","","","","1","1","","","","","","","","","","","","","","","","","","","1","0","0","0","1","0","0","0","4","1","01","1","1","0","1","1","0","0","1",3036
"09","09E13457","02","1","1","05","1","02","1","2","1","","","","","","","","","","","","1","0","0","0","1","0","0","0","0","4","1","1","1","","","","","","","","","","","1","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","4","1","01","1","1","0","1","1","0","0","1",3036
"09","09E13457","03","2","1","05","1","02","1","2","1","","","","","","","","","","","","1","0","0","0","1","0","1","0","0","4","9","1","1","","","","","","","","","","","1","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","4","1","01","1","1","0","1","1","0","0","1",3036
"09","09E13457","04","1","1","09","2","03","1","1","1","","","","","","","","","","","","1","0","0","0","1","0","0","0","0","4","1","1","1","","","","","","","","","","","","","","","","","","","1","0","0","0","1","0","0","0","4","1","02","1","1","0","1","0","0","0","1",3036
"09","09E13457","05","2","2","12","2","06","1","1","1","","","","","","","","","","","","1","0","0","1","1","0","0","0","0","3","2","1","1","","","","","","","","","","","","","","","","","","","1","0","0","1","1","0","0","0","4","1","03","1","1","0","1","1","0","0","1",3036
"09","09E13457","06","8","2","26","3","03","2","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","","","","","","","","01","","","","","","","","","","","","","","","","","","","","","","","","","","","5",3036
"09","09E13464","01","8","2","23","7","04","1","1","1","","","","","","","","","","","","1","1","0","0","1","0","0","0","0","4","2","1","1","","","","","","","","","","","","","","","","","","","1","1","0","0","1","0","0","0","4","2","03","2","","0","1","1","0","0","3",32782
"09","09E13464","02","6","1","25","7","05","2","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","","","","","","","","03","","","","","","","","","","","","","","","","","","","","","","","","","","","5",32782
"09","09E13465","01","1","1","14","3","02","1","1","1","","","","","","","","","","","","1","0","1","0","1","1","0","0","0","2","1","1","1","","","","","","","","","","","","","","","","","","","1","0","1","0","1","1","0","0","2","2","04","1","1","0","1","0","0","0","1",14324
"09","09E13465","02","1","1","20","5","03","1","1","1","","","","","","","","","","","","1","0","1","0","1","0","0","0","0","2","2","1","1","","","","","","","","","","","","","","","","","","","1","0","1","0","1","0","0","0","2","2","08","2","","0","1","1","0","0","1",14324
"09","09E13487","01","1","2","21","5","03","1","2","1","","","","","","","","","","","","1","0","1","1","1","0","0","0","0","4","2","1","2","","","","","","","","","","","","","","","","","","","1","0","1","1","1","0","0","0","4","2","06","2","","0","1","1","0","0","1",7021
"09","09E13487","02","1","2","23","7","05","1","2","1","","","","","","","","","","","","1","0","1","1","1","0","0","0","0","2","2","2","","2","","","","","","","","","03","","","","","","","","","","","","","","","","","","","","","","","","","","","5",7021
"09","09E13487","03","1","1","25","7","05","2","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","","","","","","","","03","","","","","","","","","","","","","","","","","","","","","","","","","","","5",7021
"09","09E13508","01","1","2","09","2","03","1","1","1","","","","","","","","","","","","1","0","0","1","1","1","0","0","0","3","2","1","1","","","","","","","","","","","","","","","","","","","1","0","0","1","1","1","0","0","3","2","04","1","1","0","1","1","0","0","1",28119
"09","09E13526","01","2","1","11","2","05","1","2","1","","","","","","","","","","","","1","0","0","0","1","0","0","0","0","4","1","1","2","","","","","","","","","","","","","","","","","","","1","0","1","0","1","0","0","0","2","1","04","1","1","0","1","1","0","0","2",18396
"09","09E13531","02","1","2","26","5","03","2","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","","","","","","","","01","","","","","","","","","","","","","","","","","","","","","","","","","","","5",11079
"09","09E13537","01","1","2","10","2","04","1","1","1","","","","","","","","","","","","1","0","0","0","1","1","0","0","0","4","1","1","1","","","","","","","","","","","","","","","","","","","1","0","0","0","1","1","0","0","4","1","04","1","1","0","1","1","0","0","2",15561
"09","09E13537","02","1","2","15","3","03","1","1","1","","","","","","","","","","","","1","0","0","0","1","1","0","0","0","4","1","1","1","","","","","","","","","","","","","","","","","","","1","1","0","0","1","0","0","0","4","1","04","2","","0","1","1","0","0","2",15561
"09","09E13565","01","1","1","06","1","02","1","1","1","","","","","","","","","","","","1","0","0","0","1","0","0","0","0","4","1","1","1","","","","","","","","","","","","","","","","","","","1","0","0","0","1","0","0","0","4","2","03","1","1","0","1","1","0","0","1",28119
"09","09E13586","01","1","1","12","2","06","1","1","1","","","","","","","","","","","","1","0","0","0","1","1","0","0","0","4","1","1","1","","","","","","","","","","","","","","","","","","","1","0","1","0","1","0","0","0","4","1","04","1","1","0","1","1","0","0","2",13163
"09","09E13586","02","1","2","14","3","02","1","1","1","","","","","","","","","","","","1","0","0","0","1","1","0","0","0","4","2","1","1","","","","","","","","","","","","","","","","","","","1","0","1","0","1","1","0","0","4","2","05","1","1","0","1","1","0","0","2",13163
"09","09E13586","03","1","1","24","3","03","2","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","","","","","","","","04","","","","","","","","","","","","","","","","","","","","","","","","","","","5",13163
"09","09E13613","01","1","2","17","3","03","1","1","1","","","","","","","","","","","","1","0","0","0","1","0","0","0","0","4","2","1","1","","","","","","","","","","","","","","","","","","","1","0","0","0","1","0","0","0","4","2","10","2","","0","1","1","0","1","3",18727
"09","09E13628","01","4","2","09","2","03","1","1","1","","","","","","","","","","","","1","0","0","0","1","0","0","0","0","4","2","1","1","","","","","","","","","","","","","","","","","","","1","0","0","0","1","0","0","0","4","2","04","1","1","0","1","1","0","0","4",11845
"09","09E13628","02","4","1","23","7","04","1","2","1","","","","","","","","","","","","1","0","0","0","1","0","0","0","0","4","2","1","2","","","","","","","","","","","","","","","","","","","1","0","0","0","1","0","0","0","4","2","08","2","","0","1","1","0","0","3",11845
"09","09E13634","01","1","1","04","1","01","1","2","1","","","","","","","","","","","","1","0","0","0","1","0","1","0","0","4","9","1","1","","","","","","","","","","","0","0","0","1","0","0","0","0","1","0","0","0","1","0","0","0","4","1","03","1","1","0","1","0","0","0","4",4280
"09","09E13634","02","1","1","06","1","03","1","2","1","","","","","","","","","","","","1","0","0","0","1","0","1","0","0","4","9","1","1","","","","","","","","","","","0","0","0","1","0","0","0","0","1","0","1","0","1","0","0","0","2","1","04","1","1","0","1","1","0","0","4",4280
"09","09E13646","01","5","1","16","3","03","2","","","","","","","","","","","","","","","","","","","","","","","","","1","1","","","","","","","","","","","","","","","","","","","1","0","1","0","1","0","0","0","2","1","06","1","1","0","1","0","0","0","1",18432
"09","09E13646","02","8","2","27","7","05","2","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","","","","","","","","03","","","","","","","","","","","","","","","","","","","","","","","","","","","5",18432
"09","09E13677","01","1","2","22","5","03","2","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","","","","","","","","07","","","","","","","","","","","","","","","","","","","","","","","","","","","5",16935
"09","09E13683","01","4","2","20","5","03","1","2","1","","","","","","","","","","","","1","0","0","0","1","0","0","0","0","4","2","1","2","","","","","","","","","","","","","","","","","","","1","0","0","0","1","0","0","0","4","2","08","2","","0","1","1","0","0","1",4690
"09","09E13683","02","1","1","20","5","03","2","","","","","","","","","","","","","","","","","","","","","","","","","1","1","","","","","","","","","","","","","","","","","","","1","0","0","0","1","0","0","0","4","2","08","2","","0","1","1","0","0","1",4690
"09","09E13683","03","1","1","27","3","03","2","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","","","","","","","","04","","","","","","","","","","","","","","","","","","","","","","","","","","","5",4690
"09","09E13721","02","6","2","05","1","02","1","1","1","","","","","","","","","","","","2","0","0","0","0","0","0","0","1","","","1","1","","","","","","","","","","","","","","","","","","","1","0","0","0","1","0","0","0","4","1","02","1","1","0","1","0","0","1","2",273
"09","09E13721","03","6","1","08","2","02","1","1","1","","","","","","","","","","","","1","0","0","0","1","0","0","0","0","4","1","1","1","","","","","","","","","","","","","","","","","","","1","0","0","0","1","1","0","0","4","1","02","1","1","0","1","0","0","0","2",273
"09","09E13721","04","4","2","09","2","04","1","1","1","","","","","","","","","","","","1","0","0","0","1","0","0","0","0","4","9","1","1","","","","","","","","","","","","","","","","","","","1","0","0","0","1","1","0","0","4","1","04","1","1","0","1","1","0","0","2",273
"09","09E13721","05","4","2","19","5","03","2","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","","","","","","","","08","","","","","","","","","","","","","","","","","","","","","","","","","","","5",273
"09","09E13721","06","4","2","26","5","03","2","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","","","","","","","","08","","","","","","","","","","","","","","","","","","","","","","","","","","","5",273
"09","09E13721","07","4","1","28","3","03","2","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","","","","","","","","04","","","","","","","","","","","","","","","","","","","","","","","","","","","5",273
"09","09E13721","08","4","1","29","3","03","2","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","","","","","","","","08","","","","","","","","","","","","","","","","","","","","","","","","","","","5",273
"09","09E16303","01","1","1","10","2","04","1","1","1","","","","","","","","","","","","1","0","0","0","1","1","0","0","0","4","2","1","1","","","","","","","","","","","","","","","","","","","1","0","0","0","1","1","0","0","4","2","04","1","1","0","1","1","0","0","1",10000
"09","09E16303","02","1","1","11","2","06","1","1","1","","","","","","","","","","","","1","0","0","0","1","1","0","0","0","4","2","1","1","","","","","","","","","","","","","","","","","","","1","0","0","0","1","1","0","0","4","2","04","1","1","0","1","1","0","0","1",10000
"09","09E16337","01","1","1","11","2","05","1","1","1","","","","","","","","","","","","1","0","0","0","1","0","0","0","0","4","1","1","1","","","","","","","","","","","","","","","","","","","1","0","0","0","1","0","0","0","4","1","04","1","4","0","1","1","1","0","4",5928
"09","09E16337","02","1","2","22","5","03","2","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","","","","","","","","01","","","","","","","","","","","","","","","","","","","","","","","","","","","2",5928
"09","09E16337","03","1","1","25","7","04","1","1","1","","","","","","","","","","","","1","0","1","0","0","0","0","0","0","2","1","1","1","","","","","","","","","","","","","","","","","","","1","0","1","0","0","0","0","0","2","1","05","2","","0","1","1","0","0","1",5928
"09","09E16347","01","1","1","07","2","01","1","1","1","","","","","","","","","","","","1","0","0","0","1","0","0","0","0","4","1","1","1","","","","","","","","","","","","","","","","","","","1","0","0","0","1","0","0","0","4","1","02","1","1","0","1","0","0","0","3",5436
"09","09E16347","02","1","1","10","2","04","1","1","1","","","","","","","","","","","","1","0","0","0","1","0","0","0","0","4","1","1","1","","","","","","","","","","","","","","","","","","","1","0","0","0","1","0","0","0","4","1","02","1","1","0","1","0","0","0","3",5436
"09","09E16347","03","1","1","12","2","05","1","1","1","","","","","","","","","","","","1","0","0","0","1","0","0","0","0","4","1","1","1","","","","","","","","","","","","","","","","","","","1","0","0","0","1","0","0","0","4","1","03","1","1","0","1","1","0","0","3",5436
"09","09E16353","01","1","2","09","2","03","1","1","1","","","","","","","","","","","","1","0","0","0","0","1","0","0","0","5","1","1","1","","","","","","","","","","","","","","","","","","","1","0","0","0","0","1","0","0","5","1","04","2","","0","1","0","0","0","3",7874
"09","09E17602","01","8","1","23","5","03","1","1","1","","","","","","","","","","","","1","0","1","0","0","0","0","0","0","2","2","1","1","","","","","","","","","","","","","","","","","","","1","0","1","0","0","0","0","0","2","2","05","2","","0","1","0","0","0","1",11079
"09","09E17609","01","2","1","04","0","00","2","","","","","","","","","","","","","","","","","","","","","","","","","1","1","","","","","","","","","","","","","","","","","","","1","0","0","0","1","0","0","0","4","1","02","1","3","0","1","0","0","1","1",11180
"09","09E17609","02","5","2","12","2","06","1","1","1","","","","","","","","","","","","1","0","0","0","1","0","0","0","0","4","2","1","1","","","","","","","","","","","","","","","","","","","1","0","0","0","1","0","0","0","4","2","05","1","3","0","1","0","0","1","1",11180
"09","09E17609","03","8","1","19","5","02","2","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","","","","","","","","01","","","","","","","","","","","","","","","","","","","","","","","","","","","5",11180
"09","09E17619","01","1","1","09","2","02","1","1","1","","","","","","","","","","","","1","0","0","0","1","0","0","0","0","4","1","1","1","","","","","","","","","","","","","","","","","","","1","0","0","0","1","0","0","0","4","1","05","1","1","0","1","0","0","0","1",10068
"09","09E17619","02","1","2","13","3","01","1","1","1","","","","","","","","","","","","1","0","0","0","1","0","0","0","0","4","1","1","1","","","","","","","","","","","","","","","","","","","1","0","0","0","1","0","0","0","4","1","05","1","1","0","1","0","0","0","1",10068
"09","09E17619","03","1","1","16","5","02","1","1","1","","","","","","","","","","","","1","0","0","0","1","0","0","0","0","4","1","2","","2","","","","","","","","","05","","","","","","","","","","","","","","","","","","","","","","","","","","","1",10068
"09","09E17619","04","6","2","28","3","03","2","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","","","","","","","","08","","","","","","","","","","","","","","","","","","","","","","","","","","","5",10068
"09","09E17655","01","6","2","29","7","05","2","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","","","","","","","","03","","","","","","","","","","","","","","","","","","","","","","","","","","","5",33307
"09","09E17712","02","4","1","12","2","05","1","1","1","","","","","","","","","","","","1","0","0","0","1","0","0","0","0","4","1","1","1","","","","","","","","","","","","","","","","","","","1","0","0","0","1","0","0","0","4","1","02","1","1","0","1","0","0","0","1",2819
"09","09E17712","03","4","2","14","3","02","1","1","1","","","","","","","","","","","","1","0","0","0","1","0","0","0","0","4","1","1","1","","","","","","","","","","","","","","","","","","","1","0","0","0","1","0","0","0","4","1","02","1","1","0","1","0","0","0","1",2819
"09","09E17712","04","6","2","24","5","03","2","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","","","","","","","","03","","","","","","","","","","","","","","","","","","","","","","","","","","","5",2819
"09","09E17712","05","1","1","25","3","03","2","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","","","","","","","","07","","","","","","","","","","","","","","","","","","","","","","","","","","","5",2819
"09","09E17757","02","5","2","05","1","03","2","","","","","","","","","","","","","","","","","","","","","","","","","1","2","","","","","","","","","","","","","","","","","","","1","0","0","0","1","0","0","0","4","1","01","1","3","0","1","0","0","0","3",2305
"09","09E17757","03","8","2","22","5","03","2","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","","","","","","","","01","","","","","","","","","","","","","","","","","","","","","","","","","","","5",2305
"09","09E17757","04","5","1","25","5","03","2","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","","","","","","","","01","","","","","","","","","","","","","","","","","","","","","","","","","","","5",2305
