Near Children Support ID,Near Children Support,Near Doctor Support ID,Near Doctor Support,Near Work Support ID,Near Work Support,Near Money Support ID,Near Money Support,Age Range ID,Age Range,Sex ID,Sex,Population
1,Imposible Conseguirla,4,Muy Fácil Conseguirla,2,Difícil Conseguirla,2,Difícil Conseguirla,11,50 to 54 years,2,Mujer,802
1,Imposible Conseguirla,4,Muy Fácil Conseguirla,2,Difícil Conseguirla,2,Difícil Conseguirla,12,55 to 59 years,1,Hombre,2242
1,Imposible Conseguirla,4,Muy Fácil Conseguirla,2,Difícil Conseguirla,2,Difícil Conseguirla,13,60 to 64 years,1,Hombre,492
1,Imposible Conseguirla,4,Muy Fácil Conseguirla,2,Difícil Conseguirla,3,Fácil Conseguirla,4,15 to 19 years,1,Hombre,99
1,Imposible Conseguirla,4,Muy Fácil Conseguirla,2,Difícil Conseguirla,3,Fácil Conseguirla,5,20 to 24 years,2,Mujer,618
1,Imposible Conseguirla,4,Muy Fácil Conseguirla,2,Difícil Conseguirla,3,Fácil Conseguirla,6,25 to 29 years,1,Hombre,1149
1,Imposible Conseguirla,4,Muy Fácil Conseguirla,2,Difícil Conseguirla,3,Fácil Conseguirla,6,25 to 29 years,2,Mujer,2227
1,Imposible Conseguirla,4,Muy Fácil Conseguirla,2,Difícil Conseguirla,3,Fácil Conseguirla,7,30 to 34 years,1,Hombre,293
1,Imposible Conseguirla,4,Muy Fácil Conseguirla,2,Difícil Conseguirla,3,Fácil Conseguirla,8,35 to 39 years,1,Hombre,344
1,Imposible Conseguirla,4,Muy Fácil Conseguirla,2,Difícil Conseguirla,3,Fácil Conseguirla,8,35 to 39 years,2,Mujer,52
1,Imposible Conseguirla,4,Muy Fácil Conseguirla,2,Difícil Conseguirla,3,Fácil Conseguirla,9,40 to 44 years,1,Hombre,309
1,Imposible Conseguirla,4,Muy Fácil Conseguirla,2,Difícil Conseguirla,3,Fácil Conseguirla,10,45 to 49 years,1,Hombre,174
1,Imposible Conseguirla,4,Muy Fácil Conseguirla,2,Difícil Conseguirla,3,Fácil Conseguirla,11,50 to 54 years,2,Mujer,205
1,Imposible Conseguirla,4,Muy Fácil Conseguirla,2,Difícil Conseguirla,3,Fácil Conseguirla,13,60 to 64 years,1,Hombre,2344
1,Imposible Conseguirla,4,Muy Fácil Conseguirla,2,Difícil Conseguirla,3,Fácil Conseguirla,13,60 to 64 years,2,Mujer,183
1,Imposible Conseguirla,4,Muy Fácil Conseguirla,2,Difícil Conseguirla,4,Muy Fácil Conseguirla,7,30 to 34 years,1,Hombre,113
1,Imposible Conseguirla,4,Muy Fácil Conseguirla,2,Difícil Conseguirla,4,Muy Fácil Conseguirla,8,35 to 39 years,2,Mujer,298
1,Imposible Conseguirla,4,Muy Fácil Conseguirla,2,Difícil Conseguirla,4,Muy Fácil Conseguirla,10,45 to 49 years,1,Hombre,123
1,Imposible Conseguirla,4,Muy Fácil Conseguirla,3,Fácil Conseguirla,1,Imposible Conseguirla,5,20 to 24 years,2,Mujer,1474
1,Imposible Conseguirla,4,Muy Fácil Conseguirla,3,Fácil Conseguirla,1,Imposible Conseguirla,8,35 to 39 years,2,Mujer,511
1,Imposible Conseguirla,4,Muy Fácil Conseguirla,3,Fácil Conseguirla,1,Imposible Conseguirla,10,45 to 49 years,2,Mujer,177
1,Imposible Conseguirla,4,Muy Fácil Conseguirla,3,Fácil Conseguirla,2,Difícil Conseguirla,6,25 to 29 years,1,Hombre,249
1,Imposible Conseguirla,4,Muy Fácil Conseguirla,3,Fácil Conseguirla,2,Difícil Conseguirla,7,30 to 34 years,2,Mujer,227
1,Imposible Conseguirla,4,Muy Fácil Conseguirla,3,Fácil Conseguirla,2,Difícil Conseguirla,8,35 to 39 years,1,Hombre,113
1,Imposible Conseguirla,4,Muy Fácil Conseguirla,3,Fácil Conseguirla,2,Difícil Conseguirla,8,35 to 39 years,2,Mujer,251
1,Imposible Conseguirla,4,Muy Fácil Conseguirla,3,Fácil Conseguirla,2,Difícil Conseguirla,10,45 to 49 years,1,Hombre,135
1,Imposible Conseguirla,4,Muy Fácil Conseguirla,3,Fácil Conseguirla,2,Difícil Conseguirla,13,60 to 64 years,2,Mujer,1006
1,Imposible Conseguirla,4,Muy Fácil Conseguirla,3,Fácil Conseguirla,3,Fácil Conseguirla,5,20 to 24 years,2,Mujer,1488
1,Imposible Conseguirla,4,Muy Fácil Conseguirla,3,Fácil Conseguirla,3,Fácil Conseguirla,6,25 to 29 years,1,Hombre,1421
1,Imposible Conseguirla,4,Muy Fácil Conseguirla,3,Fácil Conseguirla,3,Fácil Conseguirla,8,35 to 39 years,1,Hombre,427
1,Imposible Conseguirla,4,Muy Fácil Conseguirla,3,Fácil Conseguirla,3,Fácil Conseguirla,8,35 to 39 years,2,Mujer,2056
1,Imposible Conseguirla,4,Muy Fácil Conseguirla,3,Fácil Conseguirla,3,Fácil Conseguirla,9,40 to 44 years,2,Mujer,250
1,Imposible Conseguirla,4,Muy Fácil Conseguirla,3,Fácil Conseguirla,3,Fácil Conseguirla,11,50 to 54 years,2,Mujer,185
1,Imposible Conseguirla,4,Muy Fácil Conseguirla,3,Fácil Conseguirla,3,Fácil Conseguirla,15,70 to 74 years,1,Hombre,2302
1,Imposible Conseguirla,4,Muy Fácil Conseguirla,3,Fácil Conseguirla,4,Muy Fácil Conseguirla,6,25 to 29 years,1,Hombre,222
1,Imposible Conseguirla,4,Muy Fácil Conseguirla,3,Fácil Conseguirla,4,Muy Fácil Conseguirla,6,25 to 29 years,2,Mujer,645
1,Imposible Conseguirla,4,Muy Fácil Conseguirla,3,Fácil Conseguirla,4,Muy Fácil Conseguirla,7,30 to 34 years,1,Hombre,825
1,Imposible Conseguirla,4,Muy Fácil Conseguirla,3,Fácil Conseguirla,4,Muy Fácil Conseguirla,7,30 to 34 years,2,Mujer,102
1,Imposible Conseguirla,4,Muy Fácil Conseguirla,3,Fácil Conseguirla,4,Muy Fácil Conseguirla,8,35 to 39 years,2,Mujer,509
1,Imposible Conseguirla,4,Muy Fácil Conseguirla,3,Fácil Conseguirla,4,Muy Fácil Conseguirla,10,45 to 49 years,2,Mujer,299
1,Imposible Conseguirla,4,Muy Fácil Conseguirla,3,Fácil Conseguirla,5,Ni Fácil ni Difícil Conseguirla (espontánea),9,40 to 44 years,2,Mujer,396
1,Imposible Conseguirla,4,Muy Fácil Conseguirla,4,Muy Fácil Conseguirla,1,Imposible Conseguirla,5,20 to 24 years,2,Mujer,309
1,Imposible Conseguirla,4,Muy Fácil Conseguirla,4,Muy Fácil Conseguirla,1,Imposible Conseguirla,7,30 to 34 years,1,Hombre,191
1,Imposible Conseguirla,4,Muy Fácil Conseguirla,4,Muy Fácil Conseguirla,1,Imposible Conseguirla,11,50 to 54 years,2,Mujer,376
1,Imposible Conseguirla,4,Muy Fácil Conseguirla,4,Muy Fácil Conseguirla,2,Difícil Conseguirla,9,40 to 44 years,2,Mujer,1155
1,Imposible Conseguirla,4,Muy Fácil Conseguirla,4,Muy Fácil Conseguirla,3,Fácil Conseguirla,6,25 to 29 years,1,Hombre,177
1,Imposible Conseguirla,4,Muy Fácil Conseguirla,4,Muy Fácil Conseguirla,4,Muy Fácil Conseguirla,5,20 to 24 years,2,Mujer,285
1,Imposible Conseguirla,4,Muy Fácil Conseguirla,4,Muy Fácil Conseguirla,4,Muy Fácil Conseguirla,6,25 to 29 years,1,Hombre,826
1,Imposible Conseguirla,4,Muy Fácil Conseguirla,4,Muy Fácil Conseguirla,4,Muy Fácil Conseguirla,6,25 to 29 years,2,Mujer,478
1,Imposible Conseguirla,4,Muy Fácil Conseguirla,4,Muy Fácil Conseguirla,4,Muy Fácil Conseguirla,7,30 to 34 years,1,Hombre,222
1,Imposible Conseguirla,4,Muy Fácil Conseguirla,4,Muy Fácil Conseguirla,4,Muy Fácil Conseguirla,7,30 to 34 years,2,Mujer,611
1,Imposible Conseguirla,4,Muy Fácil Conseguirla,4,Muy Fácil Conseguirla,4,Muy Fácil Conseguirla,8,35 to 39 years,1,Hombre,341
1,Imposible Conseguirla,4,Muy Fácil Conseguirla,4,Muy Fácil Conseguirla,4,Muy Fácil Conseguirla,9,40 to 44 years,1,Hombre,198
1,Imposible Conseguirla,4,Muy Fácil Conseguirla,5,Ni Fácil ni Difícil Conseguirla (espontánea),3,Fácil Conseguirla,5,20 to 24 years,1,Hombre,174
1,Imposible Conseguirla,5,Ni Fácil ni Difícil Conseguirla (espontánea),1,Imposible Conseguirla,1,Imposible Conseguirla,7,30 to 34 years,2,Mujer,301
1,Imposible Conseguirla,5,Ni Fácil ni Difícil Conseguirla (espontánea),1,Imposible Conseguirla,2,Difícil Conseguirla,5,20 to 24 years,2,Mujer,324
1,Imposible Conseguirla,5,Ni Fácil ni Difícil Conseguirla (espontánea),1,Imposible Conseguirla,2,Difícil Conseguirla,7,30 to 34 years,2,Mujer,547
1,Imposible Conseguirla,5,Ni Fácil ni Difícil Conseguirla (espontánea),1,Imposible Conseguirla,2,Difícil Conseguirla,8,35 to 39 years,2,Mujer,123
1,Imposible Conseguirla,5,Ni Fácil ni Difícil Conseguirla (espontánea),1,Imposible Conseguirla,2,Difícil Conseguirla,10,45 to 49 years,1,Hombre,275
1,Imposible Conseguirla,5,Ni Fácil ni Difícil Conseguirla (espontánea),1,Imposible Conseguirla,2,Difícil Conseguirla,12,55 to 59 years,1,Hombre,632
1,Imposible Conseguirla,5,Ni Fácil ni Difícil Conseguirla (espontánea),1,Imposible Conseguirla,2,Difícil Conseguirla,12,55 to 59 years,2,Mujer,130
1,Imposible Conseguirla,5,Ni Fácil ni Difícil Conseguirla (espontánea),1,Imposible Conseguirla,3,Fácil Conseguirla,8,35 to 39 years,1,Hombre,292
1,Imposible Conseguirla,5,Ni Fácil ni Difícil Conseguirla (espontánea),1,Imposible Conseguirla,3,Fácil Conseguirla,9,40 to 44 years,2,Mujer,536
1,Imposible Conseguirla,5,Ni Fácil ni Difícil Conseguirla (espontánea),1,Imposible Conseguirla,3,Fácil Conseguirla,10,45 to 49 years,1,Hombre,264
1,Imposible Conseguirla,5,Ni Fácil ni Difícil Conseguirla (espontánea),1,Imposible Conseguirla,5,Ni Fácil ni Difícil Conseguirla (espontánea),7,30 to 34 years,2,Mujer,234
1,Imposible Conseguirla,5,Ni Fácil ni Difícil Conseguirla (espontánea),1,Imposible Conseguirla,5,Ni Fácil ni Difícil Conseguirla (espontánea),8,35 to 39 years,1,Hombre,157
1,Imposible Conseguirla,5,Ni Fácil ni Difícil Conseguirla (espontánea),1,Imposible Conseguirla,5,Ni Fácil ni Difícil Conseguirla (espontánea),9,40 to 44 years,1,Hombre,4801
1,Imposible Conseguirla,5,Ni Fácil ni Difícil Conseguirla (espontánea),1,Imposible Conseguirla,5,Ni Fácil ni Difícil Conseguirla (espontánea),11,50 to 54 years,1,Hombre,196
1,Imposible Conseguirla,5,Ni Fácil ni Difícil Conseguirla (espontánea),2,Difícil Conseguirla,1,Imposible Conseguirla,10,45 to 49 years,1,Hombre,624
1,Imposible Conseguirla,5,Ni Fácil ni Difícil Conseguirla (espontánea),2,Difícil Conseguirla,2,Difícil Conseguirla,5,20 to 24 years,2,Mujer,194
1,Imposible Conseguirla,5,Ni Fácil ni Difícil Conseguirla (espontánea),2,Difícil Conseguirla,2,Difícil Conseguirla,7,30 to 34 years,2,Mujer,1393
1,Imposible Conseguirla,5,Ni Fácil ni Difícil Conseguirla (espontánea),2,Difícil Conseguirla,2,Difícil Conseguirla,8,35 to 39 years,2,Mujer,391
1,Imposible Conseguirla,5,Ni Fácil ni Difícil Conseguirla (espontánea),2,Difícil Conseguirla,2,Difícil Conseguirla,11,50 to 54 years,1,Hombre,155
1,Imposible Conseguirla,5,Ni Fácil ni Difícil Conseguirla (espontánea),2,Difícil Conseguirla,2,Difícil Conseguirla,11,50 to 54 years,2,Mujer,421
1,Imposible Conseguirla,5,Ni Fácil ni Difícil Conseguirla (espontánea),2,Difícil Conseguirla,2,Difícil Conseguirla,12,55 to 59 years,1,Hombre,2817
1,Imposible Conseguirla,5,Ni Fácil ni Difícil Conseguirla (espontánea),2,Difícil Conseguirla,2,Difícil Conseguirla,12,55 to 59 years,2,Mujer,889
1,Imposible Conseguirla,5,Ni Fácil ni Difícil Conseguirla (espontánea),2,Difícil Conseguirla,3,Fácil Conseguirla,6,25 to 29 years,2,Mujer,265
1,Imposible Conseguirla,5,Ni Fácil ni Difícil Conseguirla (espontánea),2,Difícil Conseguirla,3,Fácil Conseguirla,8,35 to 39 years,1,Hombre,321
1,Imposible Conseguirla,5,Ni Fácil ni Difícil Conseguirla (espontánea),2,Difícil Conseguirla,3,Fácil Conseguirla,10,45 to 49 years,1,Hombre,126
1,Imposible Conseguirla,5,Ni Fácil ni Difícil Conseguirla (espontánea),2,Difícil Conseguirla,4,Muy Fácil Conseguirla,6,25 to 29 years,1,Hombre,115
1,Imposible Conseguirla,5,Ni Fácil ni Difícil Conseguirla (espontánea),2,Difícil Conseguirla,5,Ni Fácil ni Difícil Conseguirla (espontánea),5,20 to 24 years,2,Mujer,4606
1,Imposible Conseguirla,5,Ni Fácil ni Difícil Conseguirla (espontánea),2,Difícil Conseguirla,5,Ni Fácil ni Difícil Conseguirla (espontánea),7,30 to 34 years,2,Mujer,604
1,Imposible Conseguirla,5,Ni Fácil ni Difícil Conseguirla (espontánea),2,Difícil Conseguirla,5,Ni Fácil ni Difícil Conseguirla (espontánea),9,40 to 44 years,2,Mujer,998
1,Imposible Conseguirla,5,Ni Fácil ni Difícil Conseguirla (espontánea),2,Difícil Conseguirla,5,Ni Fácil ni Difícil Conseguirla (espontánea),12,55 to 59 years,2,Mujer,156
1,Imposible Conseguirla,5,Ni Fácil ni Difícil Conseguirla (espontánea),3,Fácil Conseguirla,2,Difícil Conseguirla,8,35 to 39 years,2,Mujer,160
1,Imposible Conseguirla,5,Ni Fácil ni Difícil Conseguirla (espontánea),3,Fácil Conseguirla,2,Difícil Conseguirla,10,45 to 49 years,2,Mujer,335
1,Imposible Conseguirla,5,Ni Fácil ni Difícil Conseguirla (espontánea),3,Fácil Conseguirla,3,Fácil Conseguirla,10,45 to 49 years,1,Hombre,110
1,Imposible Conseguirla,5,Ni Fácil ni Difícil Conseguirla (espontánea),5,Ni Fácil ni Difícil Conseguirla (espontánea),3,Fácil Conseguirla,7,30 to 34 years,2,Mujer,665
1,Imposible Conseguirla,5,Ni Fácil ni Difícil Conseguirla (espontánea),5,Ni Fácil ni Difícil Conseguirla (espontánea),3,Fácil Conseguirla,8,35 to 39 years,1,Hombre,601
2,Difícil Conseguirla,1,Imposible Conseguirla,1,Imposible Conseguirla,1,Imposible Conseguirla,5,20 to 24 years,1,Hombre,3167
2,Difícil Conseguirla,1,Imposible Conseguirla,1,Imposible Conseguirla,1,Imposible Conseguirla,6,25 to 29 years,1,Hombre,203
2,Difícil Conseguirla,1,Imposible Conseguirla,1,Imposible Conseguirla,1,Imposible Conseguirla,6,25 to 29 years,2,Mujer,265
2,Difícil Conseguirla,1,Imposible Conseguirla,1,Imposible Conseguirla,1,Imposible Conseguirla,7,30 to 34 years,2,Mujer,1683
2,Difícil Conseguirla,1,Imposible Conseguirla,1,Imposible Conseguirla,1,Imposible Conseguirla,8,35 to 39 years,1,Hombre,834
2,Difícil Conseguirla,1,Imposible Conseguirla,1,Imposible Conseguirla,1,Imposible Conseguirla,8,35 to 39 years,2,Mujer,1759
2,Difícil Conseguirla,1,Imposible Conseguirla,1,Imposible Conseguirla,1,Imposible Conseguirla,9,40 to 44 years,2,Mujer,1214
2,Difícil Conseguirla,1,Imposible Conseguirla,1,Imposible Conseguirla,1,Imposible Conseguirla,10,45 to 49 years,2,Mujer,1706
2,Difícil Conseguirla,1,Imposible Conseguirla,1,Imposible Conseguirla,1,Imposible Conseguirla,11,50 to 54 years,1,Hombre,371
2,Difícil Conseguirla,1,Imposible Conseguirla,1,Imposible Conseguirla,1,Imposible Conseguirla,11,50 to 54 years,2,Mujer,945
2,Difícil Conseguirla,1,Imposible Conseguirla,1,Imposible Conseguirla,1,Imposible Conseguirla,12,55 to 59 years,1,Hombre,178
2,Difícil Conseguirla,1,Imposible Conseguirla,1,Imposible Conseguirla,1,Imposible Conseguirla,13,60 to 64 years,1,Hombre,534
2,Difícil Conseguirla,1,Imposible Conseguirla,1,Imposible Conseguirla,1,Imposible Conseguirla,13,60 to 64 years,2,Mujer,248
2,Difícil Conseguirla,1,Imposible Conseguirla,1,Imposible Conseguirla,1,Imposible Conseguirla,14,65 to 69 years,1,Hombre,655
2,Difícil Conseguirla,1,Imposible Conseguirla,1,Imposible Conseguirla,1,Imposible Conseguirla,16,75 to 79 years,1,Hombre,1355
2,Difícil Conseguirla,1,Imposible Conseguirla,1,Imposible Conseguirla,1,Imposible Conseguirla,17,80 or more years,1,Hombre,228
2,Difícil Conseguirla,1,Imposible Conseguirla,1,Imposible Conseguirla,1,Imposible Conseguirla,17,80 or more years,2,Mujer,407
2,Difícil Conseguirla,1,Imposible Conseguirla,1,Imposible Conseguirla,2,Difícil Conseguirla,5,20 to 24 years,1,Hombre,1374
2,Difícil Conseguirla,1,Imposible Conseguirla,1,Imposible Conseguirla,2,Difícil Conseguirla,5,20 to 24 years,2,Mujer,3250
2,Difícil Conseguirla,1,Imposible Conseguirla,1,Imposible Conseguirla,2,Difícil Conseguirla,6,25 to 29 years,1,Hombre,1240
2,Difícil Conseguirla,1,Imposible Conseguirla,1,Imposible Conseguirla,2,Difícil Conseguirla,6,25 to 29 years,2,Mujer,1884
2,Difícil Conseguirla,1,Imposible Conseguirla,1,Imposible Conseguirla,2,Difícil Conseguirla,7,30 to 34 years,1,Hombre,5580
2,Difícil Conseguirla,1,Imposible Conseguirla,1,Imposible Conseguirla,2,Difícil Conseguirla,7,30 to 34 years,2,Mujer,2339
2,Difícil Conseguirla,1,Imposible Conseguirla,1,Imposible Conseguirla,2,Difícil Conseguirla,8,35 to 39 years,1,Hombre,2274
2,Difícil Conseguirla,1,Imposible Conseguirla,1,Imposible Conseguirla,2,Difícil Conseguirla,8,35 to 39 years,2,Mujer,4809
2,Difícil Conseguirla,1,Imposible Conseguirla,1,Imposible Conseguirla,2,Difícil Conseguirla,9,40 to 44 years,1,Hombre,2938
2,Difícil Conseguirla,1,Imposible Conseguirla,1,Imposible Conseguirla,2,Difícil Conseguirla,9,40 to 44 years,2,Mujer,2881
2,Difícil Conseguirla,1,Imposible Conseguirla,1,Imposible Conseguirla,2,Difícil Conseguirla,10,45 to 49 years,1,Hombre,430
2,Difícil Conseguirla,1,Imposible Conseguirla,1,Imposible Conseguirla,2,Difícil Conseguirla,10,45 to 49 years,2,Mujer,2020
2,Difícil Conseguirla,1,Imposible Conseguirla,1,Imposible Conseguirla,2,Difícil Conseguirla,11,50 to 54 years,1,Hombre,1823
2,Difícil Conseguirla,1,Imposible Conseguirla,1,Imposible Conseguirla,2,Difícil Conseguirla,11,50 to 54 years,2,Mujer,957
2,Difícil Conseguirla,1,Imposible Conseguirla,1,Imposible Conseguirla,2,Difícil Conseguirla,12,55 to 59 years,1,Hombre,850
2,Difícil Conseguirla,1,Imposible Conseguirla,1,Imposible Conseguirla,2,Difícil Conseguirla,12,55 to 59 years,2,Mujer,3440
2,Difícil Conseguirla,1,Imposible Conseguirla,1,Imposible Conseguirla,2,Difícil Conseguirla,13,60 to 64 years,1,Hombre,934
2,Difícil Conseguirla,1,Imposible Conseguirla,1,Imposible Conseguirla,2,Difícil Conseguirla,13,60 to 64 years,2,Mujer,1478
2,Difícil Conseguirla,1,Imposible Conseguirla,1,Imposible Conseguirla,2,Difícil Conseguirla,14,65 to 69 years,1,Hombre,560
2,Difícil Conseguirla,1,Imposible Conseguirla,1,Imposible Conseguirla,2,Difícil Conseguirla,15,70 to 74 years,1,Hombre,24
2,Difícil Conseguirla,1,Imposible Conseguirla,1,Imposible Conseguirla,2,Difícil Conseguirla,15,70 to 74 years,2,Mujer,618
2,Difícil Conseguirla,1,Imposible Conseguirla,1,Imposible Conseguirla,2,Difícil Conseguirla,16,75 to 79 years,1,Hombre,1057
2,Difícil Conseguirla,1,Imposible Conseguirla,1,Imposible Conseguirla,3,Fácil Conseguirla,5,20 to 24 years,1,Hombre,754
2,Difícil Conseguirla,1,Imposible Conseguirla,1,Imposible Conseguirla,3,Fácil Conseguirla,5,20 to 24 years,2,Mujer,757
2,Difícil Conseguirla,1,Imposible Conseguirla,1,Imposible Conseguirla,3,Fácil Conseguirla,6,25 to 29 years,1,Hombre,359
2,Difícil Conseguirla,1,Imposible Conseguirla,1,Imposible Conseguirla,3,Fácil Conseguirla,6,25 to 29 years,2,Mujer,2752
2,Difícil Conseguirla,1,Imposible Conseguirla,1,Imposible Conseguirla,3,Fácil Conseguirla,7,30 to 34 years,1,Hombre,1453
2,Difícil Conseguirla,1,Imposible Conseguirla,1,Imposible Conseguirla,3,Fácil Conseguirla,7,30 to 34 years,2,Mujer,1236
2,Difícil Conseguirla,1,Imposible Conseguirla,1,Imposible Conseguirla,3,Fácil Conseguirla,8,35 to 39 years,1,Hombre,855
2,Difícil Conseguirla,1,Imposible Conseguirla,1,Imposible Conseguirla,3,Fácil Conseguirla,8,35 to 39 years,2,Mujer,2247
2,Difícil Conseguirla,1,Imposible Conseguirla,1,Imposible Conseguirla,3,Fácil Conseguirla,9,40 to 44 years,1,Hombre,1555
2,Difícil Conseguirla,1,Imposible Conseguirla,1,Imposible Conseguirla,3,Fácil Conseguirla,9,40 to 44 years,2,Mujer,7343
2,Difícil Conseguirla,1,Imposible Conseguirla,1,Imposible Conseguirla,3,Fácil Conseguirla,11,50 to 54 years,1,Hombre,1606
2,Difícil Conseguirla,1,Imposible Conseguirla,1,Imposible Conseguirla,3,Fácil Conseguirla,12,55 to 59 years,2,Mujer,1953
2,Difícil Conseguirla,1,Imposible Conseguirla,1,Imposible Conseguirla,3,Fácil Conseguirla,14,65 to 69 years,1,Hombre,690
2,Difícil Conseguirla,1,Imposible Conseguirla,1,Imposible Conseguirla,4,Muy Fácil Conseguirla,6,25 to 29 years,2,Mujer,889
2,Difícil Conseguirla,1,Imposible Conseguirla,1,Imposible Conseguirla,4,Muy Fácil Conseguirla,9,40 to 44 years,2,Mujer,54
2,Difícil Conseguirla,1,Imposible Conseguirla,1,Imposible Conseguirla,5,Ni Fácil ni Difícil Conseguirla (espontánea),6,25 to 29 years,1,Hombre,168
2,Difícil Conseguirla,1,Imposible Conseguirla,1,Imposible Conseguirla,5,Ni Fácil ni Difícil Conseguirla (espontánea),7,30 to 34 years,1,Hombre,352
2,Difícil Conseguirla,1,Imposible Conseguirla,1,Imposible Conseguirla,5,Ni Fácil ni Difícil Conseguirla (espontánea),9,40 to 44 years,1,Hombre,1366
2,Difícil Conseguirla,1,Imposible Conseguirla,1,Imposible Conseguirla,5,Ni Fácil ni Difícil Conseguirla (espontánea),9,40 to 44 years,2,Mujer,165
2,Difícil Conseguirla,1,Imposible Conseguirla,1,Imposible Conseguirla,5,Ni Fácil ni Difícil Conseguirla (espontánea),12,55 to 59 years,2,Mujer,778
2,Difícil Conseguirla,1,Imposible Conseguirla,1,Imposible Conseguirla,5,Ni Fácil ni Difícil Conseguirla (espontánea),15,70 to 74 years,1,Hombre,541
2,Difícil Conseguirla,1,Imposible Conseguirla,2,Difícil Conseguirla,1,Imposible Conseguirla,4,15 to 19 years,1,Hombre,975
2,Difícil Conseguirla,1,Imposible Conseguirla,2,Difícil Conseguirla,1,Imposible Conseguirla,5,20 to 24 years,2,Mujer,303
2,Difícil Conseguirla,1,Imposible Conseguirla,2,Difícil Conseguirla,1,Imposible Conseguirla,6,25 to 29 years,1,Hombre,723
2,Difícil Conseguirla,1,Imposible Conseguirla,2,Difícil Conseguirla,1,Imposible Conseguirla,6,25 to 29 years,2,Mujer,1574
2,Difícil Conseguirla,1,Imposible Conseguirla,2,Difícil Conseguirla,1,Imposible Conseguirla,7,30 to 34 years,2,Mujer,319
2,Difícil Conseguirla,1,Imposible Conseguirla,2,Difícil Conseguirla,1,Imposible Conseguirla,8,35 to 39 years,2,Mujer,875
2,Difícil Conseguirla,1,Imposible Conseguirla,2,Difícil Conseguirla,1,Imposible Conseguirla,9,40 to 44 years,1,Hombre,167
2,Difícil Conseguirla,1,Imposible Conseguirla,2,Difícil Conseguirla,1,Imposible Conseguirla,9,40 to 44 years,2,Mujer,3406
2,Difícil Conseguirla,1,Imposible Conseguirla,2,Difícil Conseguirla,1,Imposible Conseguirla,10,45 to 49 years,1,Hombre,79
2,Difícil Conseguirla,1,Imposible Conseguirla,2,Difícil Conseguirla,1,Imposible Conseguirla,11,50 to 54 years,2,Mujer,354
2,Difícil Conseguirla,1,Imposible Conseguirla,2,Difícil Conseguirla,1,Imposible Conseguirla,12,55 to 59 years,2,Mujer,1024
2,Difícil Conseguirla,1,Imposible Conseguirla,2,Difícil Conseguirla,1,Imposible Conseguirla,14,65 to 69 years,1,Hombre,178
2,Difícil Conseguirla,1,Imposible Conseguirla,2,Difícil Conseguirla,1,Imposible Conseguirla,15,70 to 74 years,2,Mujer,1155
2,Difícil Conseguirla,1,Imposible Conseguirla,2,Difícil Conseguirla,2,Difícil Conseguirla,5,20 to 24 years,1,Hombre,3226
2,Difícil Conseguirla,1,Imposible Conseguirla,2,Difícil Conseguirla,2,Difícil Conseguirla,5,20 to 24 years,2,Mujer,1455
2,Difícil Conseguirla,1,Imposible Conseguirla,2,Difícil Conseguirla,2,Difícil Conseguirla,6,25 to 29 years,1,Hombre,4063
2,Difícil Conseguirla,1,Imposible Conseguirla,2,Difícil Conseguirla,2,Difícil Conseguirla,6,25 to 29 years,2,Mujer,3941
2,Difícil Conseguirla,1,Imposible Conseguirla,2,Difícil Conseguirla,2,Difícil Conseguirla,7,30 to 34 years,1,Hombre,4362
2,Difícil Conseguirla,1,Imposible Conseguirla,2,Difícil Conseguirla,2,Difícil Conseguirla,7,30 to 34 years,2,Mujer,6573
2,Difícil Conseguirla,1,Imposible Conseguirla,2,Difícil Conseguirla,2,Difícil Conseguirla,8,35 to 39 years,1,Hombre,1490
2,Difícil Conseguirla,1,Imposible Conseguirla,2,Difícil Conseguirla,2,Difícil Conseguirla,8,35 to 39 years,2,Mujer,5437
2,Difícil Conseguirla,1,Imposible Conseguirla,2,Difícil Conseguirla,2,Difícil Conseguirla,9,40 to 44 years,1,Hombre,705
2,Difícil Conseguirla,1,Imposible Conseguirla,2,Difícil Conseguirla,2,Difícil Conseguirla,9,40 to 44 years,2,Mujer,4130
2,Difícil Conseguirla,1,Imposible Conseguirla,2,Difícil Conseguirla,2,Difícil Conseguirla,10,45 to 49 years,1,Hombre,24
2,Difícil Conseguirla,1,Imposible Conseguirla,2,Difícil Conseguirla,2,Difícil Conseguirla,10,45 to 49 years,2,Mujer,844
2,Difícil Conseguirla,1,Imposible Conseguirla,2,Difícil Conseguirla,2,Difícil Conseguirla,11,50 to 54 years,2,Mujer,2236
2,Difícil Conseguirla,1,Imposible Conseguirla,2,Difícil Conseguirla,2,Difícil Conseguirla,12,55 to 59 years,1,Hombre,3594
2,Difícil Conseguirla,1,Imposible Conseguirla,2,Difícil Conseguirla,2,Difícil Conseguirla,12,55 to 59 years,2,Mujer,1208
2,Difícil Conseguirla,1,Imposible Conseguirla,2,Difícil Conseguirla,2,Difícil Conseguirla,13,60 to 64 years,1,Hombre,1292
2,Difícil Conseguirla,1,Imposible Conseguirla,2,Difícil Conseguirla,2,Difícil Conseguirla,13,60 to 64 years,2,Mujer,289
2,Difícil Conseguirla,1,Imposible Conseguirla,2,Difícil Conseguirla,2,Difícil Conseguirla,14,65 to 69 years,1,Hombre,134
2,Difícil Conseguirla,1,Imposible Conseguirla,2,Difícil Conseguirla,2,Difícil Conseguirla,15,70 to 74 years,2,Mujer,1434
