Near Children Support ID,Near Children Support,Near Doctor Support ID,Near Doctor Support,Near Work Support ID,Near Work Support,Near Money Support ID,Near Money Support,Age Range ID,Age Range,Sex ID,Sex,Population
5,Ni Fácil ni Difícil Conseguirla (espontánea),2,Difícil Conseguirla,4,Muy Fácil Conseguirla,4,Muy Fácil Conseguirla,9,40 to 44 years,1,Hombre,167
5,Ni Fácil ni Difícil Conseguirla (espontánea),2,Difícil Conseguirla,4,Muy Fácil Conseguirla,5,Ni Fácil ni Difícil Conseguirla (espontánea),10,45 to 49 years,1,Hombre,126
5,Ni Fácil ni Difícil Conseguirla (espontánea),2,Difícil Conseguirla,5,Ni Fácil ni Difícil Conseguirla (espontánea),2,Difícil Conseguirla,9,40 to 44 years,1,Hombre,430
5,Ni Fácil ni Difícil Conseguirla (espontánea),2,Difícil Conseguirla,5,Ni Fácil ni Difícil Conseguirla (espontánea),2,Difícil Conseguirla,13,60 to 64 years,1,Hombre,1122
5,Ni Fácil ni Difícil Conseguirla (espontánea),2,Difícil Conseguirla,5,Ni Fácil ni Difícil Conseguirla (espontánea),2,Difícil Conseguirla,16,75 to 79 years,1,Hombre,239
5,Ni Fácil ni Difícil Conseguirla (espontánea),2,Difícil Conseguirla,5,Ni Fácil ni Difícil Conseguirla (espontánea),3,Fácil Conseguirla,5,20 to 24 years,2,Mujer,184
5,Ni Fácil ni Difícil Conseguirla (espontánea),2,Difícil Conseguirla,5,Ni Fácil ni Difícil Conseguirla (espontánea),3,Fácil Conseguirla,6,25 to 29 years,1,Hombre,310
5,Ni Fácil ni Difícil Conseguirla (espontánea),3,Fácil Conseguirla,1,Imposible Conseguirla,1,Imposible Conseguirla,6,25 to 29 years,1,Hombre,526
5,Ni Fácil ni Difícil Conseguirla (espontánea),3,Fácil Conseguirla,1,Imposible Conseguirla,1,Imposible Conseguirla,7,30 to 34 years,2,Mujer,140
5,Ni Fácil ni Difícil Conseguirla (espontánea),3,Fácil Conseguirla,1,Imposible Conseguirla,1,Imposible Conseguirla,8,35 to 39 years,1,Hombre,242
5,Ni Fácil ni Difícil Conseguirla (espontánea),3,Fácil Conseguirla,1,Imposible Conseguirla,1,Imposible Conseguirla,8,35 to 39 years,2,Mujer,1619
5,Ni Fácil ni Difícil Conseguirla (espontánea),3,Fácil Conseguirla,1,Imposible Conseguirla,1,Imposible Conseguirla,9,40 to 44 years,1,Hombre,165
5,Ni Fácil ni Difícil Conseguirla (espontánea),3,Fácil Conseguirla,1,Imposible Conseguirla,1,Imposible Conseguirla,11,50 to 54 years,2,Mujer,397
5,Ni Fácil ni Difícil Conseguirla (espontánea),3,Fácil Conseguirla,1,Imposible Conseguirla,1,Imposible Conseguirla,13,60 to 64 years,1,Hombre,437
5,Ni Fácil ni Difícil Conseguirla (espontánea),3,Fácil Conseguirla,1,Imposible Conseguirla,1,Imposible Conseguirla,15,70 to 74 years,1,Hombre,327
5,Ni Fácil ni Difícil Conseguirla (espontánea),3,Fácil Conseguirla,1,Imposible Conseguirla,1,Imposible Conseguirla,15,70 to 74 years,2,Mujer,288
5,Ni Fácil ni Difícil Conseguirla (espontánea),3,Fácil Conseguirla,1,Imposible Conseguirla,2,Difícil Conseguirla,5,20 to 24 years,1,Hombre,3058
5,Ni Fácil ni Difícil Conseguirla (espontánea),3,Fácil Conseguirla,1,Imposible Conseguirla,2,Difícil Conseguirla,5,20 to 24 years,2,Mujer,320
5,Ni Fácil ni Difícil Conseguirla (espontánea),3,Fácil Conseguirla,1,Imposible Conseguirla,2,Difícil Conseguirla,6,25 to 29 years,1,Hombre,1936
5,Ni Fácil ni Difícil Conseguirla (espontánea),3,Fácil Conseguirla,1,Imposible Conseguirla,2,Difícil Conseguirla,6,25 to 29 years,2,Mujer,935
5,Ni Fácil ni Difícil Conseguirla (espontánea),3,Fácil Conseguirla,1,Imposible Conseguirla,2,Difícil Conseguirla,7,30 to 34 years,1,Hombre,1911
5,Ni Fácil ni Difícil Conseguirla (espontánea),3,Fácil Conseguirla,1,Imposible Conseguirla,2,Difícil Conseguirla,8,35 to 39 years,1,Hombre,1239
5,Ni Fácil ni Difícil Conseguirla (espontánea),3,Fácil Conseguirla,1,Imposible Conseguirla,2,Difícil Conseguirla,8,35 to 39 years,2,Mujer,4391
5,Ni Fácil ni Difícil Conseguirla (espontánea),3,Fácil Conseguirla,1,Imposible Conseguirla,2,Difícil Conseguirla,9,40 to 44 years,1,Hombre,6440
5,Ni Fácil ni Difícil Conseguirla (espontánea),3,Fácil Conseguirla,1,Imposible Conseguirla,2,Difícil Conseguirla,9,40 to 44 years,2,Mujer,2424
5,Ni Fácil ni Difícil Conseguirla (espontánea),3,Fácil Conseguirla,1,Imposible Conseguirla,2,Difícil Conseguirla,10,45 to 49 years,1,Hombre,1887
5,Ni Fácil ni Difícil Conseguirla (espontánea),3,Fácil Conseguirla,1,Imposible Conseguirla,2,Difícil Conseguirla,10,45 to 49 years,2,Mujer,600
5,Ni Fácil ni Difícil Conseguirla (espontánea),3,Fácil Conseguirla,1,Imposible Conseguirla,2,Difícil Conseguirla,11,50 to 54 years,1,Hombre,1573
5,Ni Fácil ni Difícil Conseguirla (espontánea),3,Fácil Conseguirla,1,Imposible Conseguirla,2,Difícil Conseguirla,12,55 to 59 years,1,Hombre,674
5,Ni Fácil ni Difícil Conseguirla (espontánea),3,Fácil Conseguirla,1,Imposible Conseguirla,2,Difícil Conseguirla,12,55 to 59 years,2,Mujer,470
5,Ni Fácil ni Difícil Conseguirla (espontánea),3,Fácil Conseguirla,1,Imposible Conseguirla,2,Difícil Conseguirla,13,60 to 64 years,1,Hombre,661
5,Ni Fácil ni Difícil Conseguirla (espontánea),3,Fácil Conseguirla,1,Imposible Conseguirla,2,Difícil Conseguirla,13,60 to 64 years,2,Mujer,744
5,Ni Fácil ni Difícil Conseguirla (espontánea),3,Fácil Conseguirla,1,Imposible Conseguirla,2,Difícil Conseguirla,14,65 to 69 years,1,Hombre,688
5,Ni Fácil ni Difícil Conseguirla (espontánea),3,Fácil Conseguirla,1,Imposible Conseguirla,2,Difícil Conseguirla,15,70 to 74 years,1,Hombre,1345
5,Ni Fácil ni Difícil Conseguirla (espontánea),3,Fácil Conseguirla,1,Imposible Conseguirla,2,Difícil Conseguirla,17,80 or more years,1,Hombre,40
5,Ni Fácil ni Difícil Conseguirla (espontánea),3,Fácil Conseguirla,1,Imposible Conseguirla,3,Fácil Conseguirla,5,20 to 24 years,1,Hombre,2047
5,Ni Fácil ni Difícil Conseguirla (espontánea),3,Fácil Conseguirla,1,Imposible Conseguirla,3,Fácil Conseguirla,5,20 to 24 years,2,Mujer,526
5,Ni Fácil ni Difícil Conseguirla (espontánea),3,Fácil Conseguirla,1,Imposible Conseguirla,3,Fácil Conseguirla,6,25 to 29 years,1,Hombre,1555
5,Ni Fácil ni Difícil Conseguirla (espontánea),3,Fácil Conseguirla,1,Imposible Conseguirla,3,Fácil Conseguirla,6,25 to 29 years,2,Mujer,871
5,Ni Fácil ni Difícil Conseguirla (espontánea),3,Fácil Conseguirla,1,Imposible Conseguirla,3,Fácil Conseguirla,7,30 to 34 years,1,Hombre,4000
5,Ni Fácil ni Difícil Conseguirla (espontánea),3,Fácil Conseguirla,1,Imposible Conseguirla,3,Fácil Conseguirla,7,30 to 34 years,2,Mujer,2494
5,Ni Fácil ni Difícil Conseguirla (espontánea),3,Fácil Conseguirla,1,Imposible Conseguirla,3,Fácil Conseguirla,8,35 to 39 years,1,Hombre,1225
5,Ni Fácil ni Difícil Conseguirla (espontánea),3,Fácil Conseguirla,1,Imposible Conseguirla,3,Fácil Conseguirla,8,35 to 39 years,2,Mujer,1384
5,Ni Fácil ni Difícil Conseguirla (espontánea),3,Fácil Conseguirla,1,Imposible Conseguirla,3,Fácil Conseguirla,9,40 to 44 years,1,Hombre,1961
5,Ni Fácil ni Difícil Conseguirla (espontánea),3,Fácil Conseguirla,1,Imposible Conseguirla,3,Fácil Conseguirla,9,40 to 44 years,2,Mujer,637
5,Ni Fácil ni Difícil Conseguirla (espontánea),3,Fácil Conseguirla,1,Imposible Conseguirla,3,Fácil Conseguirla,10,45 to 49 years,1,Hombre,583
5,Ni Fácil ni Difícil Conseguirla (espontánea),3,Fácil Conseguirla,1,Imposible Conseguirla,3,Fácil Conseguirla,11,50 to 54 years,1,Hombre,1346
5,Ni Fácil ni Difícil Conseguirla (espontánea),3,Fácil Conseguirla,1,Imposible Conseguirla,3,Fácil Conseguirla,12,55 to 59 years,1,Hombre,97
5,Ni Fácil ni Difícil Conseguirla (espontánea),3,Fácil Conseguirla,1,Imposible Conseguirla,3,Fácil Conseguirla,14,65 to 69 years,1,Hombre,924
5,Ni Fácil ni Difícil Conseguirla (espontánea),3,Fácil Conseguirla,1,Imposible Conseguirla,4,Muy Fácil Conseguirla,8,35 to 39 years,1,Hombre,519
5,Ni Fácil ni Difícil Conseguirla (espontánea),3,Fácil Conseguirla,1,Imposible Conseguirla,5,Ni Fácil ni Difícil Conseguirla (espontánea),5,20 to 24 years,2,Mujer,194
5,Ni Fácil ni Difícil Conseguirla (espontánea),3,Fácil Conseguirla,1,Imposible Conseguirla,5,Ni Fácil ni Difícil Conseguirla (espontánea),7,30 to 34 years,2,Mujer,1607
5,Ni Fácil ni Difícil Conseguirla (espontánea),3,Fácil Conseguirla,1,Imposible Conseguirla,5,Ni Fácil ni Difícil Conseguirla (espontánea),8,35 to 39 years,1,Hombre,289
5,Ni Fácil ni Difícil Conseguirla (espontánea),3,Fácil Conseguirla,1,Imposible Conseguirla,5,Ni Fácil ni Difícil Conseguirla (espontánea),8,35 to 39 years,2,Mujer,2149
5,Ni Fácil ni Difícil Conseguirla (espontánea),3,Fácil Conseguirla,1,Imposible Conseguirla,5,Ni Fácil ni Difícil Conseguirla (espontánea),9,40 to 44 years,1,Hombre,1066
5,Ni Fácil ni Difícil Conseguirla (espontánea),3,Fácil Conseguirla,1,Imposible Conseguirla,5,Ni Fácil ni Difícil Conseguirla (espontánea),9,40 to 44 years,2,Mujer,1073
5,Ni Fácil ni Difícil Conseguirla (espontánea),3,Fácil Conseguirla,1,Imposible Conseguirla,5,Ni Fácil ni Difícil Conseguirla (espontánea),10,45 to 49 years,1,Hombre,1646
5,Ni Fácil ni Difícil Conseguirla (espontánea),3,Fácil Conseguirla,1,Imposible Conseguirla,5,Ni Fácil ni Difícil Conseguirla (espontánea),11,50 to 54 years,2,Mujer,356
5,Ni Fácil ni Difícil Conseguirla (espontánea),3,Fácil Conseguirla,1,Imposible Conseguirla,5,Ni Fácil ni Difícil Conseguirla (espontánea),13,60 to 64 years,1,Hombre,319
5,Ni Fácil ni Difícil Conseguirla (espontánea),3,Fácil Conseguirla,2,Difícil Conseguirla,1,Imposible Conseguirla,9,40 to 44 years,1,Hombre,544
5,Ni Fácil ni Difícil Conseguirla (espontánea),3,Fácil Conseguirla,2,Difícil Conseguirla,1,Imposible Conseguirla,10,45 to 49 years,2,Mujer,323
5,Ni Fácil ni Difícil Conseguirla (espontánea),3,Fácil Conseguirla,2,Difícil Conseguirla,1,Imposible Conseguirla,11,50 to 54 years,1,Hombre,872
5,Ni Fácil ni Difícil Conseguirla (espontánea),3,Fácil Conseguirla,2,Difícil Conseguirla,1,Imposible Conseguirla,12,55 to 59 years,1,Hombre,1668
5,Ni Fácil ni Difícil Conseguirla (espontánea),3,Fácil Conseguirla,2,Difícil Conseguirla,1,Imposible Conseguirla,13,60 to 64 years,1,Hombre,145
5,Ni Fácil ni Difícil Conseguirla (espontánea),3,Fácil Conseguirla,2,Difícil Conseguirla,1,Imposible Conseguirla,14,65 to 69 years,2,Mujer,2766
5,Ni Fácil ni Difícil Conseguirla (espontánea),3,Fácil Conseguirla,2,Difícil Conseguirla,1,Imposible Conseguirla,15,70 to 74 years,1,Hombre,1177
5,Ni Fácil ni Difícil Conseguirla (espontánea),3,Fácil Conseguirla,2,Difícil Conseguirla,1,Imposible Conseguirla,16,75 to 79 years,1,Hombre,639
5,Ni Fácil ni Difícil Conseguirla (espontánea),3,Fácil Conseguirla,2,Difícil Conseguirla,1,Imposible Conseguirla,16,75 to 79 years,2,Mujer,577
5,Ni Fácil ni Difícil Conseguirla (espontánea),3,Fácil Conseguirla,2,Difícil Conseguirla,1,Imposible Conseguirla,17,80 or more years,2,Mujer,1213
5,Ni Fácil ni Difícil Conseguirla (espontánea),3,Fácil Conseguirla,2,Difícil Conseguirla,2,Difícil Conseguirla,4,15 to 19 years,1,Hombre,870
5,Ni Fácil ni Difícil Conseguirla (espontánea),3,Fácil Conseguirla,2,Difícil Conseguirla,2,Difícil Conseguirla,4,15 to 19 years,2,Mujer,258
5,Ni Fácil ni Difícil Conseguirla (espontánea),3,Fácil Conseguirla,2,Difícil Conseguirla,2,Difícil Conseguirla,5,20 to 24 years,1,Hombre,2038
5,Ni Fácil ni Difícil Conseguirla (espontánea),3,Fácil Conseguirla,2,Difícil Conseguirla,2,Difícil Conseguirla,5,20 to 24 years,2,Mujer,2126
5,Ni Fácil ni Difícil Conseguirla (espontánea),3,Fácil Conseguirla,2,Difícil Conseguirla,2,Difícil Conseguirla,6,25 to 29 years,1,Hombre,1416
5,Ni Fácil ni Difícil Conseguirla (espontánea),3,Fácil Conseguirla,2,Difícil Conseguirla,2,Difícil Conseguirla,6,25 to 29 years,2,Mujer,864
5,Ni Fácil ni Difícil Conseguirla (espontánea),3,Fácil Conseguirla,2,Difícil Conseguirla,2,Difícil Conseguirla,7,30 to 34 years,1,Hombre,2273
5,Ni Fácil ni Difícil Conseguirla (espontánea),3,Fácil Conseguirla,2,Difícil Conseguirla,2,Difícil Conseguirla,7,30 to 34 years,2,Mujer,4173
5,Ni Fácil ni Difícil Conseguirla (espontánea),3,Fácil Conseguirla,2,Difícil Conseguirla,2,Difícil Conseguirla,8,35 to 39 years,1,Hombre,5259
5,Ni Fácil ni Difícil Conseguirla (espontánea),3,Fácil Conseguirla,2,Difícil Conseguirla,2,Difícil Conseguirla,8,35 to 39 years,2,Mujer,4111
5,Ni Fácil ni Difícil Conseguirla (espontánea),3,Fácil Conseguirla,2,Difícil Conseguirla,2,Difícil Conseguirla,9,40 to 44 years,1,Hombre,9170
5,Ni Fácil ni Difícil Conseguirla (espontánea),3,Fácil Conseguirla,2,Difícil Conseguirla,2,Difícil Conseguirla,9,40 to 44 years,2,Mujer,5030
5,Ni Fácil ni Difícil Conseguirla (espontánea),3,Fácil Conseguirla,2,Difícil Conseguirla,2,Difícil Conseguirla,10,45 to 49 years,1,Hombre,1458
5,Ni Fácil ni Difícil Conseguirla (espontánea),3,Fácil Conseguirla,2,Difícil Conseguirla,2,Difícil Conseguirla,10,45 to 49 years,2,Mujer,4282
5,Ni Fácil ni Difícil Conseguirla (espontánea),3,Fácil Conseguirla,2,Difícil Conseguirla,2,Difícil Conseguirla,11,50 to 54 years,1,Hombre,2351
5,Ni Fácil ni Difícil Conseguirla (espontánea),3,Fácil Conseguirla,2,Difícil Conseguirla,2,Difícil Conseguirla,11,50 to 54 years,2,Mujer,2980
5,Ni Fácil ni Difícil Conseguirla (espontánea),3,Fácil Conseguirla,2,Difícil Conseguirla,2,Difícil Conseguirla,12,55 to 59 years,1,Hombre,1341
5,Ni Fácil ni Difícil Conseguirla (espontánea),3,Fácil Conseguirla,2,Difícil Conseguirla,2,Difícil Conseguirla,12,55 to 59 years,2,Mujer,528
5,Ni Fácil ni Difícil Conseguirla (espontánea),3,Fácil Conseguirla,2,Difícil Conseguirla,2,Difícil Conseguirla,13,60 to 64 years,1,Hombre,5586
5,Ni Fácil ni Difícil Conseguirla (espontánea),3,Fácil Conseguirla,2,Difícil Conseguirla,2,Difícil Conseguirla,13,60 to 64 years,2,Mujer,471
5,Ni Fácil ni Difícil Conseguirla (espontánea),3,Fácil Conseguirla,2,Difícil Conseguirla,2,Difícil Conseguirla,14,65 to 69 years,1,Hombre,1100
5,Ni Fácil ni Difícil Conseguirla (espontánea),3,Fácil Conseguirla,2,Difícil Conseguirla,2,Difícil Conseguirla,14,65 to 69 years,2,Mujer,1736
5,Ni Fácil ni Difícil Conseguirla (espontánea),3,Fácil Conseguirla,2,Difícil Conseguirla,2,Difícil Conseguirla,15,70 to 74 years,1,Hombre,1055
5,Ni Fácil ni Difícil Conseguirla (espontánea),3,Fácil Conseguirla,2,Difícil Conseguirla,2,Difícil Conseguirla,15,70 to 74 years,2,Mujer,183
5,Ni Fácil ni Difícil Conseguirla (espontánea),3,Fácil Conseguirla,2,Difícil Conseguirla,2,Difícil Conseguirla,16,75 to 79 years,1,Hombre,795
5,Ni Fácil ni Difícil Conseguirla (espontánea),3,Fácil Conseguirla,2,Difícil Conseguirla,2,Difícil Conseguirla,16,75 to 79 years,2,Mujer,73
5,Ni Fácil ni Difícil Conseguirla (espontánea),3,Fácil Conseguirla,2,Difícil Conseguirla,3,Fácil Conseguirla,4,15 to 19 years,1,Hombre,1376
5,Ni Fácil ni Difícil Conseguirla (espontánea),3,Fácil Conseguirla,2,Difícil Conseguirla,3,Fácil Conseguirla,4,15 to 19 years,2,Mujer,1591
5,Ni Fácil ni Difícil Conseguirla (espontánea),3,Fácil Conseguirla,2,Difícil Conseguirla,3,Fácil Conseguirla,5,20 to 24 years,1,Hombre,8157
5,Ni Fácil ni Difícil Conseguirla (espontánea),3,Fácil Conseguirla,2,Difícil Conseguirla,3,Fácil Conseguirla,5,20 to 24 years,2,Mujer,6474
5,Ni Fácil ni Difícil Conseguirla (espontánea),3,Fácil Conseguirla,2,Difícil Conseguirla,3,Fácil Conseguirla,6,25 to 29 years,1,Hombre,7614
5,Ni Fácil ni Difícil Conseguirla (espontánea),3,Fácil Conseguirla,2,Difícil Conseguirla,3,Fácil Conseguirla,6,25 to 29 years,2,Mujer,8994
5,Ni Fácil ni Difícil Conseguirla (espontánea),3,Fácil Conseguirla,2,Difícil Conseguirla,3,Fácil Conseguirla,7,30 to 34 years,1,Hombre,11585
5,Ni Fácil ni Difícil Conseguirla (espontánea),3,Fácil Conseguirla,2,Difícil Conseguirla,3,Fácil Conseguirla,7,30 to 34 years,2,Mujer,7216
5,Ni Fácil ni Difícil Conseguirla (espontánea),3,Fácil Conseguirla,2,Difícil Conseguirla,3,Fácil Conseguirla,8,35 to 39 years,1,Hombre,11960
5,Ni Fácil ni Difícil Conseguirla (espontánea),3,Fácil Conseguirla,2,Difícil Conseguirla,3,Fácil Conseguirla,8,35 to 39 years,2,Mujer,6639
5,Ni Fácil ni Difícil Conseguirla (espontánea),3,Fácil Conseguirla,2,Difícil Conseguirla,3,Fácil Conseguirla,9,40 to 44 years,1,Hombre,5179
5,Ni Fácil ni Difícil Conseguirla (espontánea),3,Fácil Conseguirla,2,Difícil Conseguirla,3,Fácil Conseguirla,9,40 to 44 years,2,Mujer,4782
5,Ni Fácil ni Difícil Conseguirla (espontánea),3,Fácil Conseguirla,2,Difícil Conseguirla,3,Fácil Conseguirla,10,45 to 49 years,1,Hombre,4667
5,Ni Fácil ni Difícil Conseguirla (espontánea),3,Fácil Conseguirla,2,Difícil Conseguirla,3,Fácil Conseguirla,10,45 to 49 years,2,Mujer,2352
5,Ni Fácil ni Difícil Conseguirla (espontánea),3,Fácil Conseguirla,2,Difícil Conseguirla,3,Fácil Conseguirla,11,50 to 54 years,1,Hombre,1460
5,Ni Fácil ni Difícil Conseguirla (espontánea),3,Fácil Conseguirla,2,Difícil Conseguirla,3,Fácil Conseguirla,11,50 to 54 years,2,Mujer,617
5,Ni Fácil ni Difícil Conseguirla (espontánea),3,Fácil Conseguirla,2,Difícil Conseguirla,3,Fácil Conseguirla,13,60 to 64 years,1,Hombre,234
5,Ni Fácil ni Difícil Conseguirla (espontánea),3,Fácil Conseguirla,2,Difícil Conseguirla,3,Fácil Conseguirla,13,60 to 64 years,2,Mujer,551
5,Ni Fácil ni Difícil Conseguirla (espontánea),3,Fácil Conseguirla,2,Difícil Conseguirla,3,Fácil Conseguirla,14,65 to 69 years,1,Hombre,145
5,Ni Fácil ni Difícil Conseguirla (espontánea),3,Fácil Conseguirla,2,Difícil Conseguirla,4,Muy Fácil Conseguirla,5,20 to 24 years,1,Hombre,698
5,Ni Fácil ni Difícil Conseguirla (espontánea),3,Fácil Conseguirla,2,Difícil Conseguirla,4,Muy Fácil Conseguirla,6,25 to 29 years,2,Mujer,545
5,Ni Fácil ni Difícil Conseguirla (espontánea),3,Fácil Conseguirla,2,Difícil Conseguirla,4,Muy Fácil Conseguirla,7,30 to 34 years,1,Hombre,620
5,Ni Fácil ni Difícil Conseguirla (espontánea),3,Fácil Conseguirla,2,Difícil Conseguirla,4,Muy Fácil Conseguirla,7,30 to 34 years,2,Mujer,667
5,Ni Fácil ni Difícil Conseguirla (espontánea),3,Fácil Conseguirla,2,Difícil Conseguirla,4,Muy Fácil Conseguirla,8,35 to 39 years,1,Hombre,921
5,Ni Fácil ni Difícil Conseguirla (espontánea),3,Fácil Conseguirla,2,Difícil Conseguirla,5,Ni Fácil ni Difícil Conseguirla (espontánea),4,15 to 19 years,1,Hombre,297
5,Ni Fácil ni Difícil Conseguirla (espontánea),3,Fácil Conseguirla,2,Difícil Conseguirla,5,Ni Fácil ni Difícil Conseguirla (espontánea),4,15 to 19 years,2,Mujer,1085
5,Ni Fácil ni Difícil Conseguirla (espontánea),3,Fácil Conseguirla,2,Difícil Conseguirla,5,Ni Fácil ni Difícil Conseguirla (espontánea),5,20 to 24 years,1,Hombre,2100
5,Ni Fácil ni Difícil Conseguirla (espontánea),3,Fácil Conseguirla,2,Difícil Conseguirla,5,Ni Fácil ni Difícil Conseguirla (espontánea),5,20 to 24 years,2,Mujer,2481
5,Ni Fácil ni Difícil Conseguirla (espontánea),3,Fácil Conseguirla,2,Difícil Conseguirla,5,Ni Fácil ni Difícil Conseguirla (espontánea),6,25 to 29 years,1,Hombre,1237
5,Ni Fácil ni Difícil Conseguirla (espontánea),3,Fácil Conseguirla,2,Difícil Conseguirla,5,Ni Fácil ni Difícil Conseguirla (espontánea),6,25 to 29 years,2,Mujer,785
5,Ni Fácil ni Difícil Conseguirla (espontánea),3,Fácil Conseguirla,2,Difícil Conseguirla,5,Ni Fácil ni Difícil Conseguirla (espontánea),7,30 to 34 years,1,Hombre,1667
5,Ni Fácil ni Difícil Conseguirla (espontánea),3,Fácil Conseguirla,2,Difícil Conseguirla,5,Ni Fácil ni Difícil Conseguirla (espontánea),7,30 to 34 years,2,Mujer,2148
5,Ni Fácil ni Difícil Conseguirla (espontánea),3,Fácil Conseguirla,2,Difícil Conseguirla,5,Ni Fácil ni Difícil Conseguirla (espontánea),8,35 to 39 years,1,Hombre,1355
5,Ni Fácil ni Difícil Conseguirla (espontánea),3,Fácil Conseguirla,2,Difícil Conseguirla,5,Ni Fácil ni Difícil Conseguirla (espontánea),8,35 to 39 years,2,Mujer,3518
5,Ni Fácil ni Difícil Conseguirla (espontánea),3,Fácil Conseguirla,2,Difícil Conseguirla,5,Ni Fácil ni Difícil Conseguirla (espontánea),9,40 to 44 years,1,Hombre,1255
5,Ni Fácil ni Difícil Conseguirla (espontánea),3,Fácil Conseguirla,2,Difícil Conseguirla,5,Ni Fácil ni Difícil Conseguirla (espontánea),9,40 to 44 years,2,Mujer,660
5,Ni Fácil ni Difícil Conseguirla (espontánea),3,Fácil Conseguirla,2,Difícil Conseguirla,5,Ni Fácil ni Difícil Conseguirla (espontánea),10,45 to 49 years,1,Hombre,1224
5,Ni Fácil ni Difícil Conseguirla (espontánea),3,Fácil Conseguirla,2,Difícil Conseguirla,5,Ni Fácil ni Difícil Conseguirla (espontánea),10,45 to 49 years,2,Mujer,246
5,Ni Fácil ni Difícil Conseguirla (espontánea),3,Fácil Conseguirla,2,Difícil Conseguirla,5,Ni Fácil ni Difícil Conseguirla (espontánea),11,50 to 54 years,1,Hombre,1593
5,Ni Fácil ni Difícil Conseguirla (espontánea),3,Fácil Conseguirla,2,Difícil Conseguirla,5,Ni Fácil ni Difícil Conseguirla (espontánea),13,60 to 64 years,1,Hombre,616
5,Ni Fácil ni Difícil Conseguirla (espontánea),3,Fácil Conseguirla,3,Fácil Conseguirla,1,Imposible Conseguirla,10,45 to 49 years,1,Hombre,596
5,Ni Fácil ni Difícil Conseguirla (espontánea),3,Fácil Conseguirla,3,Fácil Conseguirla,1,Imposible Conseguirla,14,65 to 69 years,1,Hombre,2983
5,Ni Fácil ni Difícil Conseguirla (espontánea),3,Fácil Conseguirla,3,Fácil Conseguirla,2,Difícil Conseguirla,5,20 to 24 years,1,Hombre,869
5,Ni Fácil ni Difícil Conseguirla (espontánea),3,Fácil Conseguirla,3,Fácil Conseguirla,2,Difícil Conseguirla,5,20 to 24 years,2,Mujer,143
5,Ni Fácil ni Difícil Conseguirla (espontánea),3,Fácil Conseguirla,3,Fácil Conseguirla,2,Difícil Conseguirla,6,25 to 29 years,1,Hombre,877
5,Ni Fácil ni Difícil Conseguirla (espontánea),3,Fácil Conseguirla,3,Fácil Conseguirla,2,Difícil Conseguirla,7,30 to 34 years,1,Hombre,1474
5,Ni Fácil ni Difícil Conseguirla (espontánea),3,Fácil Conseguirla,3,Fácil Conseguirla,2,Difícil Conseguirla,7,30 to 34 years,2,Mujer,804
5,Ni Fácil ni Difícil Conseguirla (espontánea),3,Fácil Conseguirla,3,Fácil Conseguirla,2,Difícil Conseguirla,8,35 to 39 years,1,Hombre,58
5,Ni Fácil ni Difícil Conseguirla (espontánea),3,Fácil Conseguirla,3,Fácil Conseguirla,2,Difícil Conseguirla,8,35 to 39 years,2,Mujer,697
5,Ni Fácil ni Difícil Conseguirla (espontánea),3,Fácil Conseguirla,3,Fácil Conseguirla,2,Difícil Conseguirla,9,40 to 44 years,1,Hombre,198
5,Ni Fácil ni Difícil Conseguirla (espontánea),3,Fácil Conseguirla,3,Fácil Conseguirla,2,Difícil Conseguirla,9,40 to 44 years,2,Mujer,21
5,Ni Fácil ni Difícil Conseguirla (espontánea),3,Fácil Conseguirla,3,Fácil Conseguirla,2,Difícil Conseguirla,10,45 to 49 years,1,Hombre,1551
5,Ni Fácil ni Difícil Conseguirla (espontánea),3,Fácil Conseguirla,3,Fácil Conseguirla,2,Difícil Conseguirla,10,45 to 49 years,2,Mujer,710
5,Ni Fácil ni Difícil Conseguirla (espontánea),3,Fácil Conseguirla,3,Fácil Conseguirla,2,Difícil Conseguirla,11,50 to 54 years,1,Hombre,1673
5,Ni Fácil ni Difícil Conseguirla (espontánea),3,Fácil Conseguirla,3,Fácil Conseguirla,2,Difícil Conseguirla,11,50 to 54 years,2,Mujer,292
5,Ni Fácil ni Difícil Conseguirla (espontánea),3,Fácil Conseguirla,3,Fácil Conseguirla,2,Difícil Conseguirla,12,55 to 59 years,1,Hombre,1280
5,Ni Fácil ni Difícil Conseguirla (espontánea),3,Fácil Conseguirla,3,Fácil Conseguirla,2,Difícil Conseguirla,12,55 to 59 years,2,Mujer,756
5,Ni Fácil ni Difícil Conseguirla (espontánea),3,Fácil Conseguirla,3,Fácil Conseguirla,2,Difícil Conseguirla,13,60 to 64 years,1,Hombre,592
5,Ni Fácil ni Difícil Conseguirla (espontánea),3,Fácil Conseguirla,3,Fácil Conseguirla,2,Difícil Conseguirla,13,60 to 64 years,2,Mujer,1350
5,Ni Fácil ni Difícil Conseguirla (espontánea),3,Fácil Conseguirla,3,Fácil Conseguirla,2,Difícil Conseguirla,14,65 to 69 years,1,Hombre,222
5,Ni Fácil ni Difícil Conseguirla (espontánea),3,Fácil Conseguirla,3,Fácil Conseguirla,2,Difícil Conseguirla,14,65 to 69 years,2,Mujer,306
5,Ni Fácil ni Difícil Conseguirla (espontánea),3,Fácil Conseguirla,3,Fácil Conseguirla,3,Fácil Conseguirla,4,15 to 19 years,1,Hombre,2251
